ftu,species_tag,age_tag,sex_tag,bmi_tag,age_yearold_tag,total_donor_record_count
papillary layer of dermis,Homo sapiens,postnatal,others,Obesity,"[30 years old, 35 years old)",1
papillary layer of dermis,Homo sapiens,postnatal,others,Obesity,"[60 years old, 65 years old)",2
papillary layer of dermis,Homo sapiens,postnatal,others,Obesity,"[65 years old, 70 years old)",1
papillary layer of dermis,Homo sapiens,postnatal,others,Overweight,"[40 years old, 45 years old)",1
papillary layer of dermis,Homo sapiens,postnatal,others,Unknown,<1 year old,325
papillary layer of dermis,Homo sapiens,postnatal,others,Unknown,>=100 years old,1
papillary layer of dermis,Homo sapiens,postnatal,others,Unknown,"[1 year old, 5 years old)",58
papillary layer of dermis,Homo sapiens,postnatal,others,Unknown,"[10 years old, 15 years old)",61
papillary layer of dermis,Homo sapiens,postnatal,others,Unknown,"[15 years old, 20 years old)",62
papillary layer of dermis,Homo sapiens,postnatal,others,Unknown,"[20 years old, 25 years old)",81
papillary layer of dermis,Homo sapiens,postnatal,others,Unknown,"[25 years old, 30 years old)",56
papillary layer of dermis,Homo sapiens,postnatal,others,Unknown,"[30 years old, 35 years old)",64
papillary layer of dermis,Homo sapiens,postnatal,others,Unknown,"[35 years old, 40 years old)",40
papillary layer of dermis,Homo sapiens,postnatal,others,Unknown,"[40 years old, 45 years old)",59
papillary layer of dermis,Homo sapiens,postnatal,others,Unknown,"[45 years old, 50 years old)",55
papillary layer of dermis,Homo sapiens,postnatal,others,Unknown,"[5 years old, 10 years old)",84
papillary layer of dermis,Homo sapiens,postnatal,others,Unknown,"[50 years old, 55 years old)",63
papillary layer of dermis,Homo sapiens,postnatal,others,Unknown,"[55 years old, 60 years old)",40
papillary layer of dermis,Homo sapiens,postnatal,others,Unknown,"[60 years old, 65 years old)",90
papillary layer of dermis,Homo sapiens,postnatal,others,Unknown,"[65 years old, 70 years old)",70
papillary layer of dermis,Homo sapiens,postnatal,others,Unknown,"[70 years old, 75 years old)",41
papillary layer of dermis,Homo sapiens,postnatal,others,Unknown,"[75 years old, 80 years old)",23
papillary layer of dermis,Homo sapiens,postnatal,others,Unknown,"[80 years old, 85 years old)",16
papillary layer of dermis,Homo sapiens,postnatal,others,Unknown,"[85 years old, 90 years old)",6
papillary layer of dermis,Homo sapiens,postnatal,others,Unknown,"[90 years old, 95 years old)",7
papillary layer of dermis,Homo sapiens,postnatal,others,Unknown,"[95 years old, 100 years old)",1
papillary layer of dermis,Homo sapiens,postnatal,others,Unknown,others,107
papillary layer of dermis,Homo sapiens,postnatal,others,,"[15 years old, 20 years old)",1
papillary layer of dermis,Homo sapiens,postnatal,others,,"[25 years old, 30 years old)",1
papillary layer of dermis,Homo sapiens,postnatal,others,,"[30 years old, 35 years old)",1
papillary layer of dermis,Homo sapiens,prenatal,female,Unknown,,12
papillary layer of dermis,Homo sapiens,prenatal,male,Unknown,,1
papillary layer of dermis,Homo sapiens,prenatal,others,Unknown,,180
papillary layer of dermis,Homo sapiens,unknown,female,Normal weight,,4
papillary layer of dermis,Homo sapiens,unknown,female,Obesity,,6
papillary layer of dermis,Homo sapiens,unknown,female,Overweight,,1
papillary layer of dermis,Homo sapiens,unknown,female,Unknown,,1318
papillary layer of dermis,Homo sapiens,unknown,female,,,8
papillary layer of dermis,Homo sapiens,unknown,male,Normal weight,,1
papillary layer of dermis,Homo sapiens,unknown,male,Obesity,,7
papillary layer of dermis,Homo sapiens,unknown,male,Overweight,,2
papillary layer of dermis,Homo sapiens,unknown,male,Underweight,,1
papillary layer of dermis,Homo sapiens,unknown,male,Unknown,,870
papillary layer of dermis,Homo sapiens,unknown,male,,,10
papillary layer of dermis,Homo sapiens,unknown,others,Normal weight,,11
papillary layer of dermis,Homo sapiens,unknown,others,Obesity,,16
papillary layer of dermis,Homo sapiens,unknown,others,Overweight,,9
papillary layer of dermis,Homo sapiens,unknown,others,Underweight,,2
papillary layer of dermis,Homo sapiens,unknown,others,Unknown,,27004
papillary layer of dermis,Homo sapiens,unknown,others,,,176
papillary layer of dermis,Homo sapiens,,female,Unknown,,67
papillary layer of dermis,Homo sapiens,,female,,,1
papillary layer of dermis,Homo sapiens,,male,Unknown,,49
papillary layer of dermis,Homo sapiens,,male,,,1
papillary layer of dermis,Homo sapiens,,others,Normal weight,,3
papillary layer of dermis,Homo sapiens,,others,Overweight,,1
papillary layer of dermis,Homo sapiens,,others,Underweight,,1
papillary layer of dermis,Homo sapiens,,others,Unknown,,371
papillary layer of dermis,Homo sapiens,,,,,7
prostate glandular acinus,Homo sapiens,others,female,Obesity,,1
prostate glandular acinus,Homo sapiens,others,female,Unknown,,140
prostate glandular acinus,Homo sapiens,others,female,,,8
prostate glandular acinus,Homo sapiens,others,male,Overweight,,3
prostate glandular acinus,Homo sapiens,others,male,Unknown,,94
prostate glandular acinus,Homo sapiens,others,male,,,11
prostate glandular acinus,Homo sapiens,others,others,Normal weight,,1
prostate glandular acinus,Homo sapiens,others,others,Unknown,,296
prostate glandular acinus,Homo sapiens,postnatal,female,Normal weight,"[25 years old, 30 years old)",1
prostate glandular acinus,Homo sapiens,postnatal,female,Normal weight,"[30 years old, 35 years old)",10
prostate glandular acinus,Homo sapiens,postnatal,female,Normal weight,"[40 years old, 45 years old)",1
prostate glandular acinus,Homo sapiens,postnatal,female,Obesity,"[40 years old, 45 years old)",1
prostate glandular acinus,Homo sapiens,postnatal,female,Overweight,"[55 years old, 60 years old)",1
prostate glandular acinus,Homo sapiens,postnatal,female,Underweight,"[40 years old, 45 years old)",1
prostate glandular acinus,Homo sapiens,postnatal,female,Unknown,<1 year old,7
prostate glandular acinus,Homo sapiens,postnatal,female,Unknown,"[1 year old, 5 years old)",1
prostate glandular acinus,Homo sapiens,postnatal,female,Unknown,"[10 years old, 15 years old)",2
prostate glandular acinus,Homo sapiens,postnatal,female,Unknown,"[15 years old, 20 years old)",4
prostate glandular acinus,Homo sapiens,postnatal,female,Unknown,"[20 years old, 25 years old)",15
prostate glandular acinus,Homo sapiens,postnatal,female,Unknown,"[25 years old, 30 years old)",47
prostate glandular acinus,Homo sapiens,postnatal,female,Unknown,"[30 years old, 35 years old)",26
prostate glandular acinus,Homo sapiens,postnatal,female,Unknown,"[35 years old, 40 years old)",10
prostate glandular acinus,Homo sapiens,postnatal,female,Unknown,"[40 years old, 45 years old)",19
prostate glandular acinus,Homo sapiens,postnatal,female,Unknown,"[45 years old, 50 years old)",12
prostate glandular acinus,Homo sapiens,postnatal,female,Unknown,"[5 years old, 10 years old)",4
prostate glandular acinus,Homo sapiens,postnatal,female,Unknown,"[50 years old, 55 years old)",6
prostate glandular acinus,Homo sapiens,postnatal,female,Unknown,"[55 years old, 60 years old)",6
prostate glandular acinus,Homo sapiens,postnatal,female,Unknown,"[60 years old, 65 years old)",7
prostate glandular acinus,Homo sapiens,postnatal,female,Unknown,"[65 years old, 70 years old)",8
prostate glandular acinus,Homo sapiens,postnatal,female,Unknown,"[70 years old, 75 years old)",4
prostate glandular acinus,Homo sapiens,postnatal,female,Unknown,"[75 years old, 80 years old)",3
prostate glandular acinus,Homo sapiens,postnatal,female,Unknown,"[80 years old, 85 years old)",1
prostate glandular acinus,Homo sapiens,postnatal,female,Unknown,others,6
prostate glandular acinus,Homo sapiens,postnatal,female,,"[35 years old, 40 years old)",1
prostate glandular acinus,Homo sapiens,postnatal,male,Obesity,"[50 years old, 55 years old)",1
prostate glandular acinus,Homo sapiens,postnatal,male,Obesity,"[60 years old, 65 years old)",1
prostate glandular acinus,Homo sapiens,postnatal,male,Overweight,"[25 years old, 30 years old)",1
prostate glandular acinus,Homo sapiens,postnatal,male,Unknown,<1 year old,16
prostate glandular acinus,Homo sapiens,postnatal,male,Unknown,"[1 year old, 5 years old)",3
prostate glandular acinus,Homo sapiens,postnatal,male,Unknown,"[10 years old, 15 years old)",6
prostate glandular acinus,Homo sapiens,postnatal,male,Unknown,"[15 years old, 20 years old)",14
prostate glandular acinus,Homo sapiens,postnatal,male,Unknown,"[20 years old, 25 years old)",10
prostate glandular acinus,Homo sapiens,postnatal,male,Unknown,"[25 years old, 30 years old)",23
prostate glandular acinus,Homo sapiens,postnatal,male,Unknown,"[30 years old, 35 years old)",27
prostate glandular acinus,Homo sapiens,postnatal,male,Unknown,"[35 years old, 40 years old)",9
prostate glandular acinus,Homo sapiens,postnatal,male,Unknown,"[40 years old, 45 years old)",17
prostate glandular acinus,Homo sapiens,postnatal,male,Unknown,"[45 years old, 50 years old)",8
prostate glandular acinus,Homo sapiens,postnatal,male,Unknown,"[5 years old, 10 years old)",6
prostate glandular acinus,Homo sapiens,postnatal,male,Unknown,"[50 years old, 55 years old)",4
prostate glandular acinus,Homo sapiens,postnatal,male,Unknown,"[55 years old, 60 years old)",3
prostate glandular acinus,Homo sapiens,postnatal,male,Unknown,"[60 years old, 65 years old)",18
prostate glandular acinus,Homo sapiens,postnatal,male,Unknown,"[65 years old, 70 years old)",12
prostate glandular acinus,Homo sapiens,postnatal,male,Unknown,"[70 years old, 75 years old)",17
prostate glandular acinus,Homo sapiens,postnatal,male,Unknown,"[75 years old, 80 years old)",4
prostate glandular acinus,Homo sapiens,postnatal,male,Unknown,"[80 years old, 85 years old)",5
prostate glandular acinus,Homo sapiens,postnatal,male,Unknown,"[85 years old, 90 years old)",2
prostate glandular acinus,Homo sapiens,postnatal,male,Unknown,others,5
prostate glandular acinus,Homo sapiens,postnatal,male,,"[30 years old, 35 years old)",5
prostate glandular acinus,Homo sapiens,postnatal,male,,"[40 years old, 45 years old)",2
prostate glandular acinus,Homo sapiens,postnatal,others,Normal weight,"[45 years old, 50 years old)",1
prostate glandular acinus,Homo sapiens,postnatal,others,Unknown,<1 year old,68
prostate glandular acinus,Homo sapiens,postnatal,others,Unknown,>=100 years old,2
prostate glandular acinus,Homo sapiens,postnatal,others,Unknown,"[1 year old, 5 years old)",17
prostate glandular acinus,Homo sapiens,postnatal,others,Unknown,"[10 years old, 15 years old)",13
prostate glandular acinus,Homo sapiens,postnatal,others,Unknown,"[15 years old, 20 years old)",14
prostate glandular acinus,Homo sapiens,postnatal,others,Unknown,"[20 years old, 25 years old)",7
prostate glandular acinus,Homo sapiens,postnatal,others,Unknown,"[25 years old, 30 years old)",2
prostate glandular acinus,Homo sapiens,postnatal,others,Unknown,"[30 years old, 35 years old)",7
prostate glandular acinus,Homo sapiens,postnatal,others,Unknown,"[35 years old, 40 years old)",1
prostate glandular acinus,Homo sapiens,postnatal,others,Unknown,"[40 years old, 45 years old)",5
prostate glandular acinus,Homo sapiens,postnatal,others,Unknown,"[45 years old, 50 years old)",4
prostate glandular acinus,Homo sapiens,postnatal,others,Unknown,"[5 years old, 10 years old)",9
prostate glandular acinus,Homo sapiens,postnatal,others,Unknown,"[50 years old, 55 years old)",1
prostate glandular acinus,Homo sapiens,postnatal,others,Unknown,"[55 years old, 60 years old)",4
prostate glandular acinus,Homo sapiens,postnatal,others,Unknown,"[60 years old, 65 years old)",7
prostate glandular acinus,Homo sapiens,postnatal,others,Unknown,"[65 years old, 70 years old)",11
prostate glandular acinus,Homo sapiens,postnatal,others,Unknown,"[70 years old, 75 years old)",3
prostate glandular acinus,Homo sapiens,postnatal,others,Unknown,"[80 years old, 85 years old)",1
prostate glandular acinus,Homo sapiens,postnatal,others,Unknown,"[85 years old, 90 years old)",1
prostate glandular acinus,Homo sapiens,postnatal,others,Unknown,others,33
prostate glandular acinus,Homo sapiens,prenatal,female,Unknown,,9
prostate glandular acinus,Homo sapiens,prenatal,male,Unknown,,18
prostate glandular acinus,Homo sapiens,prenatal,others,Unknown,,56
prostate glandular acinus,Homo sapiens,unknown,female,Normal weight,,4
prostate glandular acinus,Homo sapiens,unknown,female,Obesity,,9
prostate glandular acinus,Homo sapiens,unknown,female,Overweight,,3
prostate glandular acinus,Homo sapiens,unknown,female,Unknown,,1046
prostate glandular acinus,Homo sapiens,unknown,female,,,4
prostate glandular acinus,Homo sapiens,unknown,male,Normal weight,,1
prostate glandular acinus,Homo sapiens,unknown,male,Obesity,,5
prostate glandular acinus,Homo sapiens,unknown,male,Underweight,,1
prostate glandular acinus,Homo sapiens,unknown,male,Unknown,,994
prostate glandular acinus,Homo sapiens,unknown,male,,,3
prostate glandular acinus,Homo sapiens,unknown,others,Normal weight,,5
prostate glandular acinus,Homo sapiens,unknown,others,Obesity,,7
prostate glandular acinus,Homo sapiens,unknown,others,Overweight,,4
prostate glandular acinus,Homo sapiens,unknown,others,Underweight,,2
prostate glandular acinus,Homo sapiens,unknown,others,Unknown,,7621
prostate glandular acinus,Homo sapiens,unknown,others,,,76
prostate glandular acinus,Homo sapiens,,female,Unknown,,32
prostate glandular acinus,Homo sapiens,,female,,,3
prostate glandular acinus,Homo sapiens,,male,Unknown,,34
prostate glandular acinus,Homo sapiens,,male,,,3
prostate glandular acinus,Homo sapiens,,others,Unknown,,49
prostate glandular acinus,Homo sapiens,,others,,,3
prostate glandular acinus,Homo sapiens,,,,,2
red pulp of spleen,Homo sapiens,others,female,Normal weight,,1
red pulp of spleen,Homo sapiens,others,female,Overweight,,1
red pulp of spleen,Homo sapiens,others,female,Unknown,,57
red pulp of spleen,Homo sapiens,others,female,,,50
red pulp of spleen,Homo sapiens,others,male,Overweight,,2
red pulp of spleen,Homo sapiens,others,male,Unknown,,36
red pulp of spleen,Homo sapiens,others,male,,,62
red pulp of spleen,Homo sapiens,others,others,Obesity,,1
red pulp of spleen,Homo sapiens,others,others,Unknown,,684
red pulp of spleen,Homo sapiens,others,others,,,3
red pulp of spleen,Homo sapiens,postnatal,female,Normal weight,"[20 years old, 25 years old)",3
red pulp of spleen,Homo sapiens,postnatal,female,Normal weight,"[25 years old, 30 years old)",4
red pulp of spleen,Homo sapiens,postnatal,female,Normal weight,"[30 years old, 35 years old)",24
red pulp of spleen,Homo sapiens,postnatal,female,Normal weight,"[40 years old, 45 years old)",2
red pulp of spleen,Homo sapiens,postnatal,female,Overweight,"[30 years old, 35 years old)",5
red pulp of spleen,Homo sapiens,postnatal,female,Overweight,"[35 years old, 40 years old)",2
red pulp of spleen,Homo sapiens,postnatal,female,Overweight,"[60 years old, 65 years old)",2
red pulp of spleen,Homo sapiens,postnatal,female,Unknown,<1 year old,10
red pulp of spleen,Homo sapiens,postnatal,female,Unknown,"[1 year old, 5 years old)",9
red pulp of spleen,Homo sapiens,postnatal,female,Unknown,"[10 years old, 15 years old)",30
red pulp of spleen,Homo sapiens,postnatal,female,Unknown,"[15 years old, 20 years old)",21
red pulp of spleen,Homo sapiens,postnatal,female,Unknown,"[20 years old, 25 years old)",39
red pulp of spleen,Homo sapiens,postnatal,female,Unknown,"[25 years old, 30 years old)",186
red pulp of spleen,Homo sapiens,postnatal,female,Unknown,"[30 years old, 35 years old)",59
red pulp of spleen,Homo sapiens,postnatal,female,Unknown,"[35 years old, 40 years old)",26
red pulp of spleen,Homo sapiens,postnatal,female,Unknown,"[40 years old, 45 years old)",32
red pulp of spleen,Homo sapiens,postnatal,female,Unknown,"[45 years old, 50 years old)",19
red pulp of spleen,Homo sapiens,postnatal,female,Unknown,"[5 years old, 10 years old)",29
red pulp of spleen,Homo sapiens,postnatal,female,Unknown,"[50 years old, 55 years old)",24
red pulp of spleen,Homo sapiens,postnatal,female,Unknown,"[55 years old, 60 years old)",21
red pulp of spleen,Homo sapiens,postnatal,female,Unknown,"[60 years old, 65 years old)",16
red pulp of spleen,Homo sapiens,postnatal,female,Unknown,"[65 years old, 70 years old)",13
red pulp of spleen,Homo sapiens,postnatal,female,Unknown,"[70 years old, 75 years old)",20
red pulp of spleen,Homo sapiens,postnatal,female,Unknown,"[75 years old, 80 years old)",10
red pulp of spleen,Homo sapiens,postnatal,female,Unknown,"[80 years old, 85 years old)",3
red pulp of spleen,Homo sapiens,postnatal,female,Unknown,"[85 years old, 90 years old)",10
red pulp of spleen,Homo sapiens,postnatal,female,Unknown,"[90 years old, 95 years old)",9
red pulp of spleen,Homo sapiens,postnatal,female,,"[20 years old, 25 years old)",4
red pulp of spleen,Homo sapiens,postnatal,female,,"[25 years old, 30 years old)",5
red pulp of spleen,Homo sapiens,postnatal,female,,"[30 years old, 35 years old)",4
red pulp of spleen,Homo sapiens,postnatal,female,,"[35 years old, 40 years old)",1
red pulp of spleen,Homo sapiens,postnatal,female,,"[40 years old, 45 years old)",1
red pulp of spleen,Homo sapiens,postnatal,female,,"[45 years old, 50 years old)",2
red pulp of spleen,Homo sapiens,postnatal,female,,"[60 years old, 65 years old)",1
red pulp of spleen,Homo sapiens,postnatal,male,Normal weight,"[20 years old, 25 years old)",2
red pulp of spleen,Homo sapiens,postnatal,male,Normal weight,"[30 years old, 35 years old)",15
red pulp of spleen,Homo sapiens,postnatal,male,Obesity,"[40 years old, 45 years old)",1
red pulp of spleen,Homo sapiens,postnatal,male,Overweight,"[30 years old, 35 years old)",5
red pulp of spleen,Homo sapiens,postnatal,male,Overweight,"[35 years old, 40 years old)",1
red pulp of spleen,Homo sapiens,postnatal,male,Overweight,"[40 years old, 45 years old)",3
red pulp of spleen,Homo sapiens,postnatal,male,Overweight,"[45 years old, 50 years old)",1
red pulp of spleen,Homo sapiens,postnatal,male,Overweight,"[60 years old, 65 years old)",2
red pulp of spleen,Homo sapiens,postnatal,male,Unknown,<1 year old,13
red pulp of spleen,Homo sapiens,postnatal,male,Unknown,"[1 year old, 5 years old)",11
red pulp of spleen,Homo sapiens,postnatal,male,Unknown,"[10 years old, 15 years old)",30
red pulp of spleen,Homo sapiens,postnatal,male,Unknown,"[15 years old, 20 years old)",31
red pulp of spleen,Homo sapiens,postnatal,male,Unknown,"[20 years old, 25 years old)",31
red pulp of spleen,Homo sapiens,postnatal,male,Unknown,"[25 years old, 30 years old)",62
red pulp of spleen,Homo sapiens,postnatal,male,Unknown,"[30 years old, 35 years old)",37
red pulp of spleen,Homo sapiens,postnatal,male,Unknown,"[35 years old, 40 years old)",15
red pulp of spleen,Homo sapiens,postnatal,male,Unknown,"[40 years old, 45 years old)",46
red pulp of spleen,Homo sapiens,postnatal,male,Unknown,"[45 years old, 50 years old)",26
red pulp of spleen,Homo sapiens,postnatal,male,Unknown,"[5 years old, 10 years old)",34
red pulp of spleen,Homo sapiens,postnatal,male,Unknown,"[50 years old, 55 years old)",23
red pulp of spleen,Homo sapiens,postnatal,male,Unknown,"[55 years old, 60 years old)",18
red pulp of spleen,Homo sapiens,postnatal,male,Unknown,"[60 years old, 65 years old)",29
red pulp of spleen,Homo sapiens,postnatal,male,Unknown,"[65 years old, 70 years old)",21
red pulp of spleen,Homo sapiens,postnatal,male,Unknown,"[70 years old, 75 years old)",9
red pulp of spleen,Homo sapiens,postnatal,male,Unknown,"[75 years old, 80 years old)",16
red pulp of spleen,Homo sapiens,postnatal,male,Unknown,"[80 years old, 85 years old)",12
red pulp of spleen,Homo sapiens,postnatal,male,Unknown,"[85 years old, 90 years old)",6
red pulp of spleen,Homo sapiens,postnatal,male,,"[30 years old, 35 years old)",16
red pulp of spleen,Homo sapiens,postnatal,male,,"[40 years old, 45 years old)",11
red pulp of spleen,Homo sapiens,postnatal,others,Obesity,"[40 years old, 45 years old)",1
red pulp of spleen,Homo sapiens,postnatal,others,Overweight,"[50 years old, 55 years old)",2
red pulp of spleen,Homo sapiens,postnatal,others,Unknown,<1 year old,217
red pulp of spleen,Homo sapiens,postnatal,others,Unknown,>=100 years old,3
red pulp of spleen,Homo sapiens,postnatal,others,Unknown,"[1 year old, 5 years old)",28
red pulp of spleen,Homo sapiens,postnatal,others,Unknown,"[10 years old, 15 years old)",51
red pulp of spleen,Homo sapiens,postnatal,others,Unknown,"[15 years old, 20 years old)",45
red pulp of spleen,Homo sapiens,postnatal,others,Unknown,"[20 years old, 25 years old)",49
red pulp of spleen,Homo sapiens,postnatal,others,Unknown,"[25 years old, 30 years old)",27
red pulp of spleen,Homo sapiens,postnatal,others,Unknown,"[30 years old, 35 years old)",19
red pulp of spleen,Homo sapiens,postnatal,others,Unknown,"[35 years old, 40 years old)",9
red pulp of spleen,Homo sapiens,postnatal,others,Unknown,"[40 years old, 45 years old)",15
red pulp of spleen,Homo sapiens,postnatal,others,Unknown,"[45 years old, 50 years old)",6
red pulp of spleen,Homo sapiens,postnatal,others,Unknown,"[5 years old, 10 years old)",56
red pulp of spleen,Homo sapiens,postnatal,others,Unknown,"[50 years old, 55 years old)",12
red pulp of spleen,Homo sapiens,postnatal,others,Unknown,"[55 years old, 60 years old)",4
red pulp of spleen,Homo sapiens,postnatal,others,Unknown,"[60 years old, 65 years old)",6
red pulp of spleen,Homo sapiens,postnatal,others,Unknown,"[65 years old, 70 years old)",6
red pulp of spleen,Homo sapiens,postnatal,others,Unknown,"[70 years old, 75 years old)",7
red pulp of spleen,Homo sapiens,postnatal,others,Unknown,"[75 years old, 80 years old)",6
red pulp of spleen,Homo sapiens,postnatal,others,Unknown,"[80 years old, 85 years old)",2
red pulp of spleen,Homo sapiens,postnatal,others,Unknown,"[85 years old, 90 years old)",1
red pulp of spleen,Homo sapiens,postnatal,others,Unknown,"[95 years old, 100 years old)",3
red pulp of spleen,Homo sapiens,postnatal,others,Unknown,others,57
red pulp of spleen,Homo sapiens,postnatal,others,,<1 year old,2
red pulp of spleen,Homo sapiens,postnatal,others,,"[5 years old, 10 years old)",2
red pulp of spleen,Homo sapiens,prenatal,female,Unknown,,1
red pulp of spleen,Homo sapiens,prenatal,male,Unknown,,1
red pulp of spleen,Homo sapiens,prenatal,others,Unknown,,165
red pulp of spleen,Homo sapiens,unknown,female,Normal weight,,2
red pulp of spleen,Homo sapiens,unknown,female,Obesity,,1
red pulp of spleen,Homo sapiens,unknown,female,Overweight,,3
red pulp of spleen,Homo sapiens,unknown,female,Unknown,,496
red pulp of spleen,Homo sapiens,unknown,female,,,4
red pulp of spleen,Homo sapiens,unknown,male,Unknown,,375
red pulp of spleen,Homo sapiens,unknown,male,,,3
red pulp of spleen,Homo sapiens,unknown,others,Normal weight,,4
red pulp of spleen,Homo sapiens,unknown,others,Obesity,,15
red pulp of spleen,Homo sapiens,unknown,others,Overweight,,2
red pulp of spleen,Homo sapiens,unknown,others,Underweight,,6
red pulp of spleen,Homo sapiens,unknown,others,Unknown,,17897
red pulp of spleen,Homo sapiens,unknown,others,,,170
red pulp of spleen,Homo sapiens,unknown,,,,1
red pulp of spleen,Homo sapiens,,female,Overweight,,1
red pulp of spleen,Homo sapiens,,female,Unknown,,14
red pulp of spleen,Homo sapiens,,male,Unknown,,8
red pulp of spleen,Homo sapiens,,others,Unknown,,125
red pulp of spleen,Homo sapiens,,others,,,1
red pulp of spleen,Homo sapiens,,,,,6
renal corpuscle,Homo sapiens,others,female,Unknown,,1
renal corpuscle,Homo sapiens,others,female,,,1
renal corpuscle,Homo sapiens,others,male,Unknown,,1
renal corpuscle,Homo sapiens,others,male,,,2
renal corpuscle,Homo sapiens,others,others,Unknown,,35
renal corpuscle,Homo sapiens,postnatal,female,Overweight,"[30 years old, 35 years old)",3
renal corpuscle,Homo sapiens,postnatal,female,Overweight,"[35 years old, 40 years old)",1
renal corpuscle,Homo sapiens,postnatal,female,Unknown,<1 year old,2
renal corpuscle,Homo sapiens,postnatal,female,Unknown,"[15 years old, 20 years old)",1
renal corpuscle,Homo sapiens,postnatal,female,Unknown,"[20 years old, 25 years old)",2
renal corpuscle,Homo sapiens,postnatal,female,Unknown,"[25 years old, 30 years old)",14
renal corpuscle,Homo sapiens,postnatal,female,Unknown,"[30 years old, 35 years old)",3
renal corpuscle,Homo sapiens,postnatal,female,Unknown,"[40 years old, 45 years old)",1
renal corpuscle,Homo sapiens,postnatal,female,Unknown,"[5 years old, 10 years old)",1
renal corpuscle,Homo sapiens,postnatal,male,Obesity,"[50 years old, 55 years old)",1
renal corpuscle,Homo sapiens,postnatal,male,Unknown,<1 year old,1
renal corpuscle,Homo sapiens,postnatal,male,Unknown,"[25 years old, 30 years old)",5
renal corpuscle,Homo sapiens,postnatal,male,Unknown,"[30 years old, 35 years old)",2
renal corpuscle,Homo sapiens,postnatal,male,Unknown,"[35 years old, 40 years old)",2
renal corpuscle,Homo sapiens,postnatal,male,Unknown,"[40 years old, 45 years old)",3
renal corpuscle,Homo sapiens,postnatal,male,Unknown,"[45 years old, 50 years old)",1
renal corpuscle,Homo sapiens,postnatal,male,Unknown,"[60 years old, 65 years old)",1
renal corpuscle,Homo sapiens,postnatal,male,Unknown,"[80 years old, 85 years old)",1
renal corpuscle,Homo sapiens,postnatal,male,,"[20 years old, 25 years old)",1
renal corpuscle,Homo sapiens,postnatal,male,,"[30 years old, 35 years old)",5
renal corpuscle,Homo sapiens,postnatal,male,,"[40 years old, 45 years old)",1
renal corpuscle,Homo sapiens,postnatal,others,Unknown,<1 year old,37
renal corpuscle,Homo sapiens,postnatal,others,Unknown,"[1 year old, 5 years old)",4
renal corpuscle,Homo sapiens,postnatal,others,Unknown,"[10 years old, 15 years old)",2
renal corpuscle,Homo sapiens,postnatal,others,Unknown,"[15 years old, 20 years old)",1
renal corpuscle,Homo sapiens,postnatal,others,Unknown,"[25 years old, 30 years old)",2
renal corpuscle,Homo sapiens,postnatal,others,Unknown,"[30 years old, 35 years old)",1
renal corpuscle,Homo sapiens,postnatal,others,Unknown,"[35 years old, 40 years old)",2
renal corpuscle,Homo sapiens,postnatal,others,Unknown,"[60 years old, 65 years old)",2
renal corpuscle,Homo sapiens,postnatal,others,Unknown,others,4
renal corpuscle,Homo sapiens,prenatal,others,Unknown,,82
renal corpuscle,Homo sapiens,unknown,female,Unknown,,17
renal corpuscle,Homo sapiens,unknown,male,Unknown,,17
renal corpuscle,Homo sapiens,unknown,others,Unknown,,493
renal corpuscle,Homo sapiens,unknown,others,,,5
renal corpuscle,Homo sapiens,,others,Unknown,,6
renal corpuscle,Homo sapiens,,,,,1
thick ascending limb of loop of Henle,Homo sapiens,others,female,Normal weight,,3
thick ascending limb of loop of Henle,Homo sapiens,others,female,Obesity,,1
thick ascending limb of loop of Henle,Homo sapiens,others,female,Unknown,,24
thick ascending limb of loop of Henle,Homo sapiens,others,female,,,16
thick ascending limb of loop of Henle,Homo sapiens,others,male,Overweight,,2
thick ascending limb of loop of Henle,Homo sapiens,others,male,Unknown,,20
thick ascending limb of loop of Henle,Homo sapiens,others,male,,,26
thick ascending limb of loop of Henle,Homo sapiens,others,others,Unknown,,179
thick ascending limb of loop of Henle,Homo sapiens,others,others,,,2
thick ascending limb of loop of Henle,Homo sapiens,postnatal,female,Normal weight,"[30 years old, 35 years old)",9
thick ascending limb of loop of Henle,Homo sapiens,postnatal,female,Overweight,"[30 years old, 35 years old)",3
thick ascending limb of loop of Henle,Homo sapiens,postnatal,female,Overweight,"[35 years old, 40 years old)",1
thick ascending limb of loop of Henle,Homo sapiens,postnatal,female,Overweight,"[45 years old, 50 years old)",4
thick ascending limb of loop of Henle,Homo sapiens,postnatal,female,Unknown,<1 year old,8
thick ascending limb of loop of Henle,Homo sapiens,postnatal,female,Unknown,"[1 year old, 5 years old)",7
thick ascending limb of loop of Henle,Homo sapiens,postnatal,female,Unknown,"[10 years old, 15 years old)",9
thick ascending limb of loop of Henle,Homo sapiens,postnatal,female,Unknown,"[15 years old, 20 years old)",5
thick ascending limb of loop of Henle,Homo sapiens,postnatal,female,Unknown,"[20 years old, 25 years old)",14
thick ascending limb of loop of Henle,Homo sapiens,postnatal,female,Unknown,"[25 years old, 30 years old)",71
thick ascending limb of loop of Henle,Homo sapiens,postnatal,female,Unknown,"[30 years old, 35 years old)",29
thick ascending limb of loop of Henle,Homo sapiens,postnatal,female,Unknown,"[35 years old, 40 years old)",6
thick ascending limb of loop of Henle,Homo sapiens,postnatal,female,Unknown,"[40 years old, 45 years old)",13
