ftu,species_tag,age_tag,sex_tag,bmi_tag,age_yearold_tag,donor_record_count
islet of Langerhans,Homo sapiens,postnatal,male,Obesity,"[60 years old, 65 years old)",1
crypt of Lieberkuhn of large intestine,Homo sapiens,postnatal,others,Normal weight,"[25 years old, 30 years old)",1
bronchus submucosal gland,Homo sapiens,postnatal,male,Unknown,"[85 years old, 90 years old)",1
islet of Langerhans,Homo sapiens,postnatal,female,Unknown,"[95 years old, 100 years old)",1
renal corpuscle,Homo sapiens,postnatal,female,Unknown,"[40 years old, 45 years old)",1
prostate glandular acinus,Homo sapiens,postnatal,female,Unknown,"[80 years old, 85 years old)",1
thick ascending limb of loop of Henle,Homo sapiens,unknown,others,Unknown,,1
epidermal ridge of digit,Homo sapiens,postnatal,male,Normal weight,"[35 years old, 40 years old)",1
crypt of Lieberkuhn of large intestine,Homo sapiens,postnatal,others,Normal weight,"[20 years old, 25 years old)",1
intercalated duct of pancreas,Homo sapiens,postnatal,male,Unknown,"[80 years old, 85 years old)",1
intercalated duct of pancreas,Homo sapiens,postnatal,male,Unknown,"[20 years old, 25 years old)",1
papillary layer of dermis,Homo sapiens,postnatal,female,,"[60 years old, 65 years old)",1
white pulp of spleen,Homo sapiens,postnatal,others,Obesity,"[45 years old, 50 years old)",1
nephron,Homo sapiens,postnatal,others,,"[30 years old, 35 years old)",1
prostate glandular acinus,Homo sapiens,postnatal,male,Overweight,"[25 years old, 30 years old)",1
descending limb of loop of Henle,Homo sapiens,postnatal,others,,"[20 years old, 25 years old)",1
thick ascending limb of loop of Henle,Homo sapiens,postnatal,female,Unknown,"[85 years old, 90 years old)",1
liver lobule,Homo sapiens,unknown,others,Obesity,,1
islet of Langerhans,Homo sapiens,postnatal,male,Normal weight,"[55 years old, 60 years old)",1
red pulp of spleen,Homo sapiens,others,others,Unknown,,1
intestinal villus,Homo sapiens,,others,Unknown,,1
epidermal ridge of digit,Homo sapiens,others,male,Obesity,,1
red pulp of spleen,Homo sapiens,unknown,female,Obesity,,1
red pulp of spleen,Homo sapiens,,female,Overweight,,1
nephron,Homo sapiens,postnatal,others,Unknown,>=100 years old,1
outer medullary collecting duct,Homo sapiens,postnatal,others,Unknown,"[55 years old, 60 years old)",1
loop of Henle ascending limb thin segment,Homo sapiens,postnatal,others,Unknown,others,1
nephron,Homo sapiens,postnatal,others,Overweight,"[30 years old, 35 years old)",1
thick ascending limb of loop of Henle,Homo sapiens,postnatal,female,Overweight,"[35 years old, 40 years old)",1
loop of Henle ascending limb thin segment,Homo sapiens,postnatal,others,,"[30 years old, 35 years old)",1
descending limb of loop of Henle,Homo sapiens,,male,,,1
pancreatic acinus,Homo sapiens,unknown,others,Unknown,,1
pancreatic acinus,Homo sapiens,postnatal,others,Unknown,"[15 years old, 20 years old)",1
intestinal villus,Homo sapiens,others,others,Obesity,,1
papillary layer of dermis,Homo sapiens,postnatal,male,,"[25 years old, 30 years old)",1
descending limb of loop of Henle,Homo sapiens,postnatal,male,Obesity,"[60 years old, 65 years old)",1
papillary layer of dermis,Homo sapiens,,others,Overweight,,1
crypt of Lieberkuhn of large intestine,Homo sapiens,postnatal,female,Overweight,"[55 years old, 60 years old)",1
papillary layer of dermis,Homo sapiens,,others,Unknown,,1
descending limb of loop of Henle,Homo sapiens,postnatal,others,Overweight,"[40 years old, 45 years old)",1
crypt of Lieberkuhn of large intestine,Homo sapiens,postnatal,others,Obesity,"[40 years old, 45 years old)",1
islet of Langerhans,Homo sapiens,postnatal,female,Obesity,"[40 years old, 45 years old)",1
outer medullary collecting duct,Homo sapiens,unknown,others,Unknown,,1
red pulp of spleen,Homo sapiens,others,female,Normal weight,,1
liver lobule,Homo sapiens,postnatal,others,Unknown,"[75 years old, 80 years old)",1
nephron,Homo sapiens,postnatal,male,Normal weight,"[65 years old, 70 years old)",1
nephron,Homo sapiens,,male,Overweight,,1
papillary layer of dermis,Homo sapiens,postnatal,others,Overweight,"[40 years old, 45 years old)",1
nephron,Homo sapiens,postnatal,male,Overweight,"[55 years old, 60 years old)",1
nephron,Homo sapiens,postnatal,others,Obesity,others,1
descending limb of loop of Henle,Homo sapiens,others,female,Overweight,,1
red pulp of spleen,Homo sapiens,,others,,,1
outer medullary collecting duct,Homo sapiens,postnatal,others,Unknown,"[50 years old, 55 years old)",1
liver lobule,Homo sapiens,unknown,female,Normal weight,,1
thymus lobule,Homo sapiens,unknown,others,,,1
liver lobule,Homo sapiens,postnatal,female,Normal weight,"[35 years old, 40 years old)",1
epidermal ridge of digit,Homo sapiens,unknown,,,,1
liver lobule,Homo sapiens,postnatal,others,Unknown,"[95 years old, 100 years old)",1
papillary layer of dermis,Homo sapiens,postnatal,male,Obesity,"[50 years old, 55 years old)",1
white pulp of spleen,Homo sapiens,postnatal,female,,"[45 years old, 50 years old)",1
crypt of Lieberkuhn of large intestine,Homo sapiens,postnatal,others,Overweight,"[45 years old, 50 years old)",1
thick ascending limb of loop of Henle,Homo sapiens,postnatal,others,Unknown,>=100 years old,1
thymus lobule,Homo sapiens,postnatal,male,Normal weight,"[30 years old, 35 years old)",1
alveolus of lung,Homo sapiens,postnatal,others,Overweight,"[85 years old, 90 years old)",1
papillary layer of dermis,Homo sapiens,,others,Underweight,,1
liver lobule,Homo sapiens,postnatal,female,Overweight,"[45 years old, 50 years old)",1
liver lobule,Homo sapiens,postnatal,female,,"[25 years old, 30 years old)",1
intercalated duct of pancreas,Homo sapiens,postnatal,male,Normal weight,"[30 years old, 35 years old)",1
papillary layer of dermis,Homo sapiens,postnatal,others,,"[15 years old, 20 years old)",1
inner medullary collecting duct,Homo sapiens,postnatal,female,,"[25 years old, 30 years old)",1
papillary layer of dermis,Homo sapiens,postnatal,others,Normal weight,"[50 years old, 55 years old)",1
liver lobule,Homo sapiens,,others,,,1
renal corpuscle,Homo sapiens,others,female,,,1
crypt of Lieberkuhn of large intestine,Homo sapiens,postnatal,others,,"[40 years old, 45 years old)",1
islet of Langerhans,Homo sapiens,others,female,Normal weight,,1
descending limb of loop of Henle,Homo sapiens,postnatal,others,Obesity,"[30 years old, 35 years old)",1
epidermal ridge of digit,Homo sapiens,postnatal,others,Obesity,"[50 years old, 55 years old)",1
epidermal ridge of digit,Homo sapiens,postnatal,female,Overweight,"[55 years old, 60 years old)",1
bronchus submucosal gland,Homo sapiens,postnatal,male,Unknown,"[90 years old, 95 years old)",1
descending limb of loop of Henle,Homo sapiens,postnatal,others,Unknown,"[90 years old, 95 years old)",1
islet of Langerhans,Homo sapiens,postnatal,others,,"[70 years old, 75 years old)",1
inner medullary collecting duct,Homo sapiens,unknown,others,Unknown,,1
papillary layer of dermis,Homo sapiens,postnatal,others,,"[30 years old, 35 years old)",1
islet of Langerhans,Homo sapiens,unknown,female,Overweight,,1
epidermal ridge of digit,Homo sapiens,prenatal,others,Obesity,,1
red pulp of spleen,Homo sapiens,,others,Unknown,,1
loop of Henle ascending limb thin segment,Homo sapiens,postnatal,others,Unknown,"[15 years old, 20 years old)",1
thymus lobule,Homo sapiens,postnatal,male,,"[40 years old, 45 years old)",1
loop of Henle ascending limb thin segment,Homo sapiens,postnatal,female,Overweight,"[55 years old, 60 years old)",1
papillary layer of dermis,Homo sapiens,,others,Unknown,,1
loop of Henle ascending limb thin segment,Homo sapiens,postnatal,female,Unknown,<1 year old,1
epidermal ridge of digit,Homo sapiens,postnatal,male,Overweight,"[25 years old, 30 years old)",1
intestinal villus,Homo sapiens,postnatal,others,Obesity,"[40 years old, 45 years old)",1
white pulp of spleen,Homo sapiens,unknown,female,Overweight,,1
pancreatic acinus,Homo sapiens,postnatal,female,Unknown,"[95 years old, 100 years old)",1
liver lobule,Homo sapiens,postnatal,others,Obesity,<1 year old,1
liver lobule,Homo sapiens,,male,Overweight,,1
white pulp of spleen,Homo sapiens,others,female,Overweight,,1
descending limb of loop of Henle,Homo sapiens,postnatal,others,Overweight,"[70 years old, 75 years old)",1
nephron,Homo sapiens,postnatal,others,Obesity,"[45 years old, 50 years old)",1
papillary layer of dermis,Homo sapiens,postnatal,male,Overweight,"[75 years old, 80 years old)",1
alveolus of lung,Homo sapiens,postnatal,others,Overweight,"[75 years old, 80 years old)",1
descending limb of loop of Henle,Homo sapiens,postnatal,female,Obesity,"[95 years old, 100 years old)",1
liver lobule,Homo sapiens,postnatal,female,,"[60 years old, 65 years old)",1
thymus lobule,Homo sapiens,postnatal,male,Unknown,"[70 years old, 75 years old)",1
cortical collecting duct,Homo sapiens,postnatal,others,Unknown,"[75 years old, 80 years old)",1
intestinal villus,Homo sapiens,unknown,male,Overweight,,1
prostate glandular acinus,Homo sapiens,postnatal,female,Overweight,"[55 years old, 60 years old)",1
white pulp of spleen,Homo sapiens,,male,,,1
nephron,Homo sapiens,postnatal,male,,"[65 years old, 70 years old)",1
crypt of Lieberkuhn of large intestine,Homo sapiens,,others,Unknown,,1
thick ascending limb of loop of Henle,Homo sapiens,postnatal,male,Unknown,"[1 year old, 5 years old)",1
outer medullary collecting duct,Homo sapiens,postnatal,female,Overweight,"[30 years old, 35 years old)",1
islet of Langerhans,Homo sapiens,postnatal,female,Overweight,"[55 years old, 60 years old)",1
nephron,Homo sapiens,postnatal,male,Overweight,"[40 years old, 45 years old)",1
cortical collecting duct,Homo sapiens,postnatal,male,Overweight,"[75 years old, 80 years old)",1
epidermal ridge of digit,Homo sapiens,postnatal,female,Normal weight,"[70 years old, 75 years old)",1
prostate glandular acinus,Homo sapiens,others,others,Normal weight,,1
intercalated duct of pancreas,Homo sapiens,postnatal,male,Unknown,"[30 years old, 35 years old)",1
epidermal ridge of digit,Homo sapiens,postnatal,female,,"[65 years old, 70 years old)",1
crypt of Lieberkuhn of large intestine,Homo sapiens,postnatal,female,Normal weight,"[25 years old, 30 years old)",1
inner medullary collecting duct,Homo sapiens,postnatal,male,Overweight,"[50 years old, 55 years old)",1
bronchus submucosal gland,Homo sapiens,prenatal,male,Unknown,,1
papillary layer of dermis,Homo sapiens,postnatal,female,Normal weight,"[20 years old, 25 years old)",1
thymus lobule,Homo sapiens,postnatal,others,Unknown,"[5 years old, 10 years old)",1
alveolus of lung,Homo sapiens,postnatal,male,,"[40 years old, 45 years old)",1
thick ascending limb of loop of Henle,Homo sapiens,postnatal,female,Unknown,"[90 years old, 95 years old)",1
thymus lobule,Homo sapiens,unknown,others,Obesity,,1
papillary layer of dermis,Homo sapiens,postnatal,female,Overweight,"[55 years old, 60 years old)",1
prostate glandular acinus,Homo sapiens,postnatal,others,Normal weight,"[45 years old, 50 years old)",1
renal corpuscle,Homo sapiens,postnatal,female,Unknown,"[15 years old, 20 years old)",1
loop of Henle ascending limb thin segment,Homo sapiens,postnatal,male,Unknown,"[80 years old, 85 years old)",1
thymus lobule,Homo sapiens,postnatal,male,Unknown,"[20 years old, 25 years old)",1
liver lobule,Homo sapiens,unknown,others,Unknown,,1
inner medullary collecting duct,Homo sapiens,postnatal,male,Obesity,"[60 years old, 65 years old)",1
cortical collecting duct,Homo sapiens,unknown,male,,,1
cortical collecting duct,Homo sapiens,postnatal,others,Unknown,"[85 years old, 90 years old)",1
intestinal villus,Homo sapiens,postnatal,male,,"[35 years old, 40 years old)",1
prostate glandular acinus,Homo sapiens,postnatal,female,Obesity,"[40 years old, 45 years old)",1
crypt of Lieberkuhn of large intestine,Homo sapiens,postnatal,others,Overweight,"[75 years old, 80 years old)",1
renal corpuscle,Homo sapiens,postnatal,others,Unknown,"[15 years old, 20 years old)",1
epidermal ridge of digit,Homo sapiens,postnatal,male,,"[20 years old, 25 years old)",1
epidermal ridge of digit,Homo sapiens,postnatal,others,Unknown,"[15 years old, 20 years old)",1
outer medullary collecting duct,Homo sapiens,,female,Unknown,,1
epidermal ridge of digit,Homo sapiens,postnatal,others,Overweight,"[55 years old, 60 years old)",1
prostate glandular acinus,Homo sapiens,postnatal,others,Unknown,"[80 years old, 85 years old)",1
bronchus submucosal gland,Homo sapiens,postnatal,female,Unknown,"[35 years old, 40 years old)",1
liver lobule,Homo sapiens,postnatal,male,Unknown,"[95 years old, 100 years old)",1
intestinal villus,Homo sapiens,postnatal,female,Overweight,"[35 years old, 40 years old)",1
outer medullary collecting duct,Homo sapiens,unknown,others,Obesity,,1
descending limb of loop of Henle,Homo sapiens,postnatal,male,Overweight,"[60 years old, 65 years old)",1
red pulp of spleen,Homo sapiens,postnatal,male,Obesity,"[40 years old, 45 years old)",1
intestinal villus,Homo sapiens,prenatal,,,,1
outer medullary collecting duct,Homo sapiens,unknown,others,Unknown,,1
islet of Langerhans,Homo sapiens,postnatal,male,Normal weight,"[60 years old, 65 years old)",1
inner medullary collecting duct,Homo sapiens,postnatal,others,Unknown,"[50 years old, 55 years old)",1
crypt of Lieberkuhn of large intestine,Homo sapiens,postnatal,others,Unknown,others,1
prostate glandular acinus,Homo sapiens,postnatal,others,Unknown,"[50 years old, 55 years old)",1
liver lobule,Homo sapiens,others,others,Obesity,,1
outer medullary collecting duct,Homo sapiens,postnatal,female,Overweight,"[70 years old, 75 years old)",1
outer medullary collecting duct,Homo sapiens,postnatal,others,Obesity,"[55 years old, 60 years old)",1
intestinal villus,Homo sapiens,others,female,Overweight,,1
cortical collecting duct,Homo sapiens,postnatal,male,Unknown,"[90 years old, 95 years old)",1
intestinal villus,Homo sapiens,postnatal,female,,"[20 years old, 25 years old)",1
islet of Langerhans,Homo sapiens,prenatal,male,Unknown,,1
cortical collecting duct,Homo sapiens,postnatal,female,,"[25 years old, 30 years old)",1
red pulp of spleen,Homo sapiens,postnatal,female,,"[35 years old, 40 years old)",1
islet of Langerhans,Homo sapiens,postnatal,others,Unknown,"[85 years old, 90 years old)",1
cortical collecting duct,Homo sapiens,postnatal,male,Unknown,others,1
thick ascending limb of loop of Henle,Homo sapiens,postnatal,female,Unknown,others,1
outer medullary collecting duct,Homo sapiens,others,others,,,1
nephron,Homo sapiens,postnatal,male,Overweight,"[50 years old, 55 years old)",1
pancreatic acinus,Homo sapiens,others,female,Normal weight,,1
descending limb of loop of Henle,Homo sapiens,postnatal,female,Obesity,"[50 years old, 55 years old)",1
prostate glandular acinus,Homo sapiens,others,female,Obesity,,1
crypt of Lieberkuhn of large intestine,Homo sapiens,postnatal,others,Unknown,"[15 years old, 20 years old)",1
liver lobule,Homo sapiens,others,others,Normal weight,,1
descending limb of loop of Henle,Homo sapiens,postnatal,others,,<1 year old,1
islet of Langerhans,Homo sapiens,postnatal,others,Overweight,"[85 years old, 90 years old)",1
liver lobule,Homo sapiens,postnatal,male,,"[60 years old, 65 years old)",1
nephron,Homo sapiens,postnatal,others,Normal weight,"[55 years old, 60 years old)",1
nephron,Homo sapiens,postnatal,others,Overweight,"[65 years old, 70 years old)",1
nephron,Homo sapiens,postnatal,female,Normal weight,"[25 years old, 30 years old)",1
loop of Henle ascending limb thin segment,Homo sapiens,postnatal,others,Unknown,"[5 years old, 10 years old)",1
outer medullary collecting duct,Homo sapiens,postnatal,female,Overweight,"[35 years old, 40 years old)",1
alveolus of lung,Homo sapiens,postnatal,others,Normal weight,"[25 years old, 30 years old)",1
islet of Langerhans,Homo sapiens,unknown,male,Overweight,,1
islet of Langerhans,Homo sapiens,postnatal,others,Overweight,"[75 years old, 80 years old)",1
islet of Langerhans,Homo sapiens,,others,Underweight,,1
crypt of Lieberkuhn of large intestine,Homo sapiens,others,,,,1
pancreatic acinus,Homo sapiens,postnatal,others,Unknown,others,1
bronchus submucosal gland,Homo sapiens,,male,Unknown,,1
descending limb of loop of Henle,Homo sapiens,postnatal,female,,"[40 years old, 45 years old)",1
papillary layer of dermis,Homo sapiens,unknown,male,Normal weight,,1
crypt of Lieberkuhn of large intestine,Homo sapiens,postnatal,others,Obesity,others,1
thymus lobule,Homo sapiens,postnatal,female,Normal weight,"[30 years old, 35 years old)",1
pancreatic acinus,Homo sapiens,postnatal,others,Overweight,"[45 years old, 50 years old)",1
islet of Langerhans,Homo sapiens,postnatal,others,Normal weight,"[50 years old, 55 years old)",1
epidermal ridge of digit,Homo sapiens,postnatal,male,,"[25 years old, 30 years old)",1
epidermal ridge of digit,Homo sapiens,,female,Normal weight,,1
crypt of Lieberkuhn of large intestine,Homo sapiens,unknown,others,Overweight,,1
epidermal ridge of digit,Homo sapiens,others,female,Overweight,,1
epidermal ridge of digit,Homo sapiens,postnatal,female,Obesity,"[35 years old, 40 years old)",1
outer medullary collecting duct,Homo sapiens,postnatal,female,Unknown,"[40 years old, 45 years old)",1
loop of Henle ascending limb thin segment,Homo sapiens,postnatal,female,Unknown,"[75 years old, 80 years old)",1
renal corpuscle,Homo sapiens,others,male,Unknown,,1
nephron,Homo sapiens,postnatal,female,Overweight,"[35 years old, 40 years old)",1
renal corpuscle,Homo sapiens,,,,,1
crypt of Lieberkuhn of large intestine,Homo sapiens,,others,Obesity,,1
papillary layer of dermis,Homo sapiens,postnatal,others,Unknown,"[25 years old, 30 years old)",1
crypt of Lieberkuhn of large intestine,Homo sapiens,postnatal,others,Overweight,"[55 years old, 60 years old)",1
descending limb of loop of Henle,Homo sapiens,postnatal,others,Obesity,"[35 years old, 40 years old)",1
intestinal villus,Homo sapiens,postnatal,female,Normal weight,"[20 years old, 25 years old)",1
red pulp of spleen,Homo sapiens,unknown,,,,1
red pulp of spleen,Homo sapiens,postnatal,others,Obesity,"[40 years old, 45 years old)",1
descending limb of loop of Henle,Homo sapiens,postnatal,others,Obesity,"[65 years old, 70 years old)",1
papillary layer of dermis,Homo sapiens,others,male,Overweight,,1
inner medullary collecting duct,Homo sapiens,postnatal,female,,"[20 years old, 25 years old)",1
crypt of Lieberkuhn of large intestine,Homo sapiens,postnatal,female,Underweight,"[65 years old, 70 years old)",1
white pulp of spleen,Homo sapiens,others,others,Obesity,,1
papillary layer of dermis,Homo sapiens,postnatal,others,Unknown,"[70 years old, 75 years old)",1
thick ascending limb of loop of Henle,Homo sapiens,,others,Unknown,,1
papillary layer of dermis,Homo sapiens,postnatal,male,Obesity,"[40 years old, 45 years old)",1
outer medullary collecting duct,Homo sapiens,postnatal,female,Unknown,"[5 years old, 10 years old)",1
intestinal villus,Homo sapiens,unknown,male,Obesity,,1
alveolus of lung,Homo sapiens,postnatal,others,Unknown,"[85 years old, 90 years old)",1
crypt of Lieberkuhn of large intestine,Homo sapiens,postnatal,others,,"[20 years old, 25 years old)",1
renal corpuscle,Homo sapiens,postnatal,male,Obesity,"[50 years old, 55 years old)",1
descending limb of loop of Henle,Homo sapiens,,female,,,1
bronchus submucosal gland,Homo sapiens,postnatal,male,Unknown,"[10 years old, 15 years old)",1
islet of Langerhans,Homo sapiens,others,male,Overweight,,1
intestinal villus,Homo sapiens,,others,Underweight,,1
epidermal ridge of digit,Homo sapiens,postnatal,female,Overweight,"[50 years old, 55 years old)",1
islet of Langerhans,Homo sapiens,others,others,Obesity,,1
red pulp of spleen,Homo sapiens,postnatal,male,Overweight,"[35 years old, 40 years old)",1
papillary layer of dermis,Homo sapiens,postnatal,others,Unknown,"[50 years old, 55 years old)",1
descending limb of loop of Henle,Homo sapiens,postnatal,male,Normal weight,"[25 years old, 30 years old)",1
descending limb of loop of Henle,Homo sapiens,postnatal,others,Normal weight,"[30 years old, 35 years old)",1
nephron,Homo sapiens,postnatal,others,Normal weight,"[50 years old, 55 years old)",1
pancreatic acinus,Homo sapiens,postnatal,female,Obesity,"[35 years old, 40 years old)",1
liver lobule,Homo sapiens,postnatal,male,,"[65 years old, 70 years old)",1
renal corpuscle,Homo sapiens,others,female,Unknown,,1
crypt of Lieberkuhn of large intestine,Homo sapiens,postnatal,male,Overweight,"[60 years old, 65 years old)",1
epidermal ridge of digit,Homo sapiens,postnatal,male,,"[35 years old, 40 years old)",1
crypt of Lieberkuhn of large intestine,Homo sapiens,postnatal,others,Overweight,"[85 years old, 90 years old)",1
pancreatic acinus,Homo sapiens,unknown,female,Normal weight,,1
red pulp of spleen,Homo sapiens,unknown,others,Unknown,,1
crypt of Lieberkuhn of large intestine,Homo sapiens,postnatal,others,,"[45 years old, 50 years old)",1
cortical collecting duct,Homo sapiens,postnatal,female,,"[20 years old, 25 years old)",1
epidermal ridge of digit,Homo sapiens,postnatal,others,Unknown,"[90 years old, 95 years old)",1
descending limb of loop of Henle,Homo sapiens,postnatal,female,Overweight,"[60 years old, 65 years old)",1
outer medullary collecting duct,Homo sapiens,postnatal,male,Unknown,others,1
epidermal ridge of digit,Homo sapiens,unknown,male,Normal weight,,1
epidermal ridge of digit,Homo sapiens,postnatal,male,Normal weight,"[25 years old, 30 years old)",1
papillary layer of dermis,Homo sapiens,postnatal,male,Obesity,"[30 years old, 35 years old)",1
cortical collecting duct,Homo sapiens,postnatal,male,Obesity,"[50 years old, 55 years old)",1
bronchus submucosal gland,Homo sapiens,postnatal,female,Unknown,"[80 years old, 85 years old)",1
outer medullary collecting duct,Homo sapiens,postnatal,others,Unknown,"[15 years old, 20 years old)",1
prostate glandular acinus,Homo sapiens,postnatal,others,Unknown,"[35 years old, 40 years old)",1
papillary layer of dermis,Homo sapiens,postnatal,male,Normal weight,"[5 years old, 10 years old)",1
descending limb of loop of Henle,Homo sapiens,unknown,male,Overweight,,1
alveolus of lung,Homo sapiens,postnatal,female,Unknown,"[90 years old, 95 years old)",1
epidermal ridge of digit,Homo sapiens,unknown,male,Overweight,,1
inner medullary collecting duct,Homo sapiens,others,others,Obesity,,1
intercalated duct of pancreas,Homo sapiens,postnatal,female,Unknown,"[25 years old, 30 years old)",1
crypt of Lieberkuhn of large intestine,Homo sapiens,postnatal,male,,"[45 years old, 50 years old)",1
liver lobule,Homo sapiens,postnatal,male,,"[20 years old, 25 years old)",1
pancreatic acinus,Homo sapiens,others,male,Overweight,,1
outer medullary collecting duct,Homo sapiens,postnatal,others,Unknown,"[70 years old, 75 years old)",1
cortical collecting duct,Homo sapiens,unknown,others,Unknown,,1
pancreatic acinus,Homo sapiens,postnatal,male,,"[40 years old, 45 years old)",1
white pulp of spleen,Homo sapiens,postnatal,male,Normal weight,"[35 years old, 40 years old)",1
intercalated duct of pancreas,Homo sapiens,postnatal,female,Unknown,"[80 years old, 85 years old)",1
white pulp of spleen,Homo sapiens,unknown,female,Normal weight,,1
intercalated duct of pancreas,Homo sapiens,postnatal,others,Unknown,"[55 years old, 60 years old)",1
intestinal villus,Homo sapiens,postnatal,female,Overweight,"[20 years old, 25 years old)",1
epidermal ridge of digit,Homo sapiens,,male,Normal weight,,1
nephron,Homo sapiens,postnatal,others,Unknown,"[95 years old, 100 years old)",1
nephron,Homo sapiens,postnatal,others,,"[45 years old, 50 years old)",1
outer medullary collecting duct,Homo sapiens,postnatal,female,Unknown,"[65 years old, 70 years old)",1
epidermal ridge of digit,Homo sapiens,postnatal,male,,<1 year old,1
papillary layer of dermis,Homo sapiens,postnatal,others,Unknown,>=100 years old,1
intestinal villus,Homo sapiens,postnatal,female,Unknown,others,1
epidermal ridge of digit,Homo sapiens,postnatal,female,,"[45 years old, 50 years old)",1
nephron,Homo sapiens,postnatal,others,,others,1
outer medullary collecting duct,Homo sapiens,postnatal,male,Unknown,"[25 years old, 30 years old)",1
nephron,Homo sapiens,postnatal,others,,"[50 years old, 55 years old)",1
descending limb of loop of Henle,Homo sapiens,postnatal,male,Obesity,"[75 years old, 80 years old)",1
renal corpuscle,Homo sapiens,postnatal,male,Unknown,<1 year old,1
intestinal villus,Homo sapiens,unknown,male,Normal weight,,1
red pulp of spleen,Homo sapiens,postnatal,others,Unknown,"[85 years old, 90 years old)",1
red pulp of spleen,Homo sapiens,prenatal,male,Unknown,,1
inner medullary collecting duct,Homo sapiens,postnatal,female,Overweight,"[40 years old, 45 years old)",1
epidermal ridge of digit,Homo sapiens,postnatal,male,Obesity,"[60 years old, 65 years old)",1
intestinal villus,Homo sapiens,postnatal,female,Unknown,"[90 years old, 95 years old)",1
alveolus of lung,Homo sapiens,postnatal,others,Unknown,"[75 years old, 80 years old)",1
outer medullary collecting duct,Homo sapiens,postnatal,others,Unknown,"[30 years old, 35 years old)",1
alveolus of lung,Homo sapiens,postnatal,male,Obesity,"[30 years old, 35 years old)",1
descending limb of loop of Henle,Homo sapiens,postnatal,others,Unknown,"[10 years old, 15 years old)",1
loop of Henle ascending limb thin segment,Homo sapiens,postnatal,female,,"[25 years old, 30 years old)",1
crypt of Lieberkuhn of large intestine,Homo sapiens,others,others,Overweight,,1
crypt of Lieberkuhn of large intestine,Homo sapiens,postnatal,male,,"[20 years old, 25 years old)",1
intestinal villus,Homo sapiens,others,,,,1
intercalated duct of pancreas,Homo sapiens,postnatal,female,Unknown,"[40 years old, 45 years old)",1
intestinal villus,Homo sapiens,postnatal,others,,"[30 years old, 35 years old)",1
descending limb of loop of Henle,Homo sapiens,postnatal,male,Obesity,"[45 years old, 50 years old)",1
papillary layer of dermis,Homo sapiens,postnatal,female,Normal weight,"[25 years old, 30 years old)",1
nephron,Homo sapiens,postnatal,female,Overweight,"[60 years old, 65 years old)",1
liver lobule,Homo sapiens,others,others,Unknown,,1
descending limb of loop of Henle,Homo sapiens,others,others,Unknown,,1
prostate glandular acinus,Homo sapiens,postnatal,female,Unknown,"[1 year old, 5 years old)",1
loop of Henle ascending limb thin segment,Homo sapiens,postnatal,others,Unknown,"[15 years old, 20 years old)",1
intestinal villus,Homo sapiens,postnatal,male,Unknown,others,1
nephron,Homo sapiens,postnatal,male,Overweight,"[70 years old, 75 years old)",1
intestinal villus,Homo sapiens,postnatal,male,Overweight,"[40 years old, 45 years old)",1
epidermal ridge of digit,Homo sapiens,postnatal,others,,"[50 years old, 55 years old)",1
intercalated duct of pancreas,Homo sapiens,postnatal,male,Unknown,"[70 years old, 75 years old)",1
intercalated duct of pancreas,Homo sapiens,others,male,Unknown,,1
pancreatic acinus,Homo sapiens,postnatal,female,Unknown,others,1
liver lobule,Homo sapiens,postnatal,male,,"[35 years old, 40 years old)",1
loop of Henle ascending limb thin segment,Homo sapiens,postnatal,male,Unknown,"[20 years old, 25 years old)",1
thymus lobule,Homo sapiens,postnatal,male,,"[30 years old, 35 years old)",1
renal corpuscle,Homo sapiens,postnatal,male,Unknown,"[45 years old, 50 years old)",1
loop of Henle ascending limb thin segment,Homo sapiens,postnatal,male,Unknown,"[35 years old, 40 years old)",1
islet of Langerhans,Homo sapiens,postnatal,others,Overweight,"[65 years old, 70 years old)",1
papillary layer of dermis,Homo sapiens,postnatal,male,Normal weight,"[65 years old, 70 years old)",1
loop of Henle ascending limb thin segment,Homo sapiens,postnatal,female,Unknown,"[55 years old, 60 years old)",1
descending limb of loop of Henle,Homo sapiens,postnatal,others,,"[30 years old, 35 years old)",1
pancreatic acinus,Homo sapiens,postnatal,male,Normal weight,"[60 years old, 65 years old)",1
islet of Langerhans,Homo sapiens,postnatal,female,Normal weight,"[40 years old, 45 years old)",1
intestinal villus,Homo sapiens,postnatal,female,Obesity,"[25 years old, 30 years old)",1
alveolus of lung,Homo sapiens,postnatal,others,Overweight,"[65 years old, 70 years old)",1
prostate glandular acinus,Homo sapiens,postnatal,male,Obesity,"[60 years old, 65 years old)",1
thick ascending limb of loop of Henle,Homo sapiens,postnatal,others,,"[15 years old, 20 years old)",1
papillary layer of dermis,Homo sapiens,postnatal,others,Obesity,"[30 years old, 35 years old)",1
descending limb of loop of Henle,Homo sapiens,postnatal,female,Normal weight,"[90 years old, 95 years old)",1
cortical collecting duct,Homo sapiens,postnatal,male,Unknown,"[80 years old, 85 years old)",1
loop of Henle ascending limb thin segment,Homo sapiens,postnatal,male,Obesity,"[60 years old, 65 years old)",1
cortical collecting duct,Homo sapiens,postnatal,female,Normal weight,"[30 years old, 35 years old)",1
crypt of Lieberkuhn of large intestine,Homo sapiens,others,male,Normal weight,,1
alveolus of lung,Homo sapiens,postnatal,male,,"[35 years old, 40 years old)",1
