ftu,pmcid,graphic,sex_tag,value,unit
intestinal villus,PMC2621195,1471-213X-8-107-7,male,100,um
liver lobule,PMC2621195,1471-213X-8-107-7,male,100,um
intestinal villus,PMC2621195,1471-213X-8-107-7,male,100,um
liver lobule,PMC2621195,1471-213X-8-107-7,male,100,um
intestinal villus,PMC2621195,1471-213X-8-107-7,female,100,um
liver lobule,PMC2621195,1471-213X-8-107-7,female,100,um
papillary layer of dermis,PMC11509995,pathogens-13-00898-g002,male,50,um
pancreatic acinus,PMC5818080,dmm-11-031716-g1,female,400,um
pancreatic acinus,PMC5818080,dmm-11-031716-g1,female,10,um
pancreatic acinus,PMC5818080,dmm-11-031716-g1,female,10,um
papillary layer of dermis,PMC5790839,417_2017_3857_Fig4_HTML,female,657,um
papillary layer of dermis,PMC5790839,417_2017_3857_Fig4_HTML,female,618,um
papillary layer of dermis,PMC5790839,417_2017_3857_Fig4_HTML,female,618,um
papillary layer of dermis,PMC5790839,417_2017_3857_Fig4_HTML,female,277,um
papillary layer of dermis,PMC5790839,417_2017_3857_Fig4_HTML,female,198,um
papillary layer of dermis,PMC5790839,417_2017_3857_Fig4_HTML,female,1805,um
papillary layer of dermis,PMC5790839,417_2017_3857_Fig4_HTML,male,657,um
papillary layer of dermis,PMC5790839,417_2017_3857_Fig4_HTML,male,618,um
papillary layer of dermis,PMC5790839,417_2017_3857_Fig4_HTML,male,618,um
papillary layer of dermis,PMC5790839,417_2017_3857_Fig4_HTML,male,277,um
papillary layer of dermis,PMC5790839,417_2017_3857_Fig4_HTML,male,198,um
papillary layer of dermis,PMC5790839,417_2017_3857_Fig4_HTML,male,1805,um
papillary layer of dermis,PMC5790839,417_2017_3857_Fig4_HTML,male,657,um
papillary layer of dermis,PMC5790839,417_2017_3857_Fig4_HTML,male,618,um
papillary layer of dermis,PMC5790839,417_2017_3857_Fig4_HTML,male,618,um
papillary layer of dermis,PMC5790839,417_2017_3857_Fig4_HTML,male,277,um
papillary layer of dermis,PMC5790839,417_2017_3857_Fig4_HTML,male,198,um
papillary layer of dermis,PMC5790839,417_2017_3857_Fig4_HTML,male,1805,um
papillary layer of dermis,PMC5790839,417_2017_3857_Fig4_HTML,female,657,um
papillary layer of dermis,PMC5790839,417_2017_3857_Fig4_HTML,female,618,um
papillary layer of dermis,PMC5790839,417_2017_3857_Fig4_HTML,female,618,um
papillary layer of dermis,PMC5790839,417_2017_3857_Fig4_HTML,female,277,um
papillary layer of dermis,PMC5790839,417_2017_3857_Fig4_HTML,female,198,um
papillary layer of dermis,PMC5790839,417_2017_3857_Fig4_HTML,female,1805,um
papillary layer of dermis,PMC5790839,417_2017_3857_Fig4_HTML,male,657,um
papillary layer of dermis,PMC5790839,417_2017_3857_Fig4_HTML,male,618,um
papillary layer of dermis,PMC5790839,417_2017_3857_Fig4_HTML,male,618,um
papillary layer of dermis,PMC5790839,417_2017_3857_Fig4_HTML,male,277,um
papillary layer of dermis,PMC5790839,417_2017_3857_Fig4_HTML,male,198,um
papillary layer of dermis,PMC5790839,417_2017_3857_Fig4_HTML,male,1805,um
crypt of Lieberkuhn of large intestine,PMC5799345,41598_2018_20731_Fig4_HTML,male,50,um
crypt of Lieberkuhn of large intestine,PMC5799345,41598_2018_20731_Fig4_HTML,male,50,um
nephron,PMC5799345,41598_2018_20731_Fig4_HTML,male,50,um
nephron,PMC5799345,41598_2018_20731_Fig4_HTML,male,50,um
crypt of Lieberkuhn of large intestine,PMC5746521,TJP-596-105-g005,male,500,um
crypt of Lieberkuhn of large intestine,PMC5746521,TJP-596-105-g005,male,250,um
white pulp of spleen,PMC5746521,TJP-596-105-g005,male,500,um
white pulp of spleen,PMC5746521,TJP-596-105-g005,male,250,um
nephron,PMC5746521,TJP-596-105-g005,male,500,um
nephron,PMC5746521,TJP-596-105-g005,male,250,um
red pulp of spleen,PMC5746521,TJP-596-105-g005,male,500,um
red pulp of spleen,PMC5746521,TJP-596-105-g005,male,250,um
crypt of Lieberkuhn of large intestine,PMC5746521,TJP-596-105-g005,female,500,um
crypt of Lieberkuhn of large intestine,PMC5746521,TJP-596-105-g005,female,250,um
white pulp of spleen,PMC5746521,TJP-596-105-g005,female,500,um
white pulp of spleen,PMC5746521,TJP-596-105-g005,female,250,um
nephron,PMC5746521,TJP-596-105-g005,female,500,um
nephron,PMC5746521,TJP-596-105-g005,female,250,um
red pulp of spleen,PMC5746521,TJP-596-105-g005,female,500,um
red pulp of spleen,PMC5746521,TJP-596-105-g005,female,250,um
prostate glandular acinus,PMC11506229,biomolecules-14-01292-g001,female,200,um
nephron,PMC7890052,41598_2021_83501_Fig3_HTML,male,50,um
nephron,PMC7890052,41598_2021_83501_Fig3_HTML,male,50,um
nephron,PMC7882947,JCMM-25-2040-g005,male,50,um
papillary layer of dermis,PMC7863718,rb-54-01-0015-g03,female,50,um
cortical collecting duct,PMC7837753,tp-105-423-g003,male,400,um
nephron,PMC7837753,tp-105-423-g003,male,10,um
cortical collecting duct,PMC7837753,tp-105-423-g003,male,100,um
cortical collecting duct,PMC7837753,tp-105-423-g003,male,100,um
cortical collecting duct,PMC7837753,tp-105-423-g003,male,10,um
nephron,PMC7837753,tp-105-423-g003,male,400,um
nephron,PMC7837753,tp-105-423-g003,male,100,um
nephron,PMC7837753,tp-105-423-g003,male,100,um
epidermal ridge of digit,PMC7882473,401_2020_2257_Fig1_HTML,male,40,um
epidermal ridge of digit,PMC7882473,401_2020_2257_Fig1_HTML,male,2,um
epidermal ridge of digit,PMC7882473,401_2020_2257_Fig1_HTML,male,1,um
descending limb of loop of Henle,PMC7882473,401_2020_2257_Fig1_HTML,male,40,um
descending limb of loop of Henle,PMC7882473,401_2020_2257_Fig1_HTML,male,2,um
descending limb of loop of Henle,PMC7882473,401_2020_2257_Fig1_HTML,male,1,um
nephron,PMC7893587,ijbsv17p0527g001,female,250,um
nephron,PMC7893587,ijbsv17p0527g001,female,250,um
nephron,PMC7893587,ijbsv17p0527g001,female,10,um
nephron,PMC7893587,ijbsv17p0527g001,female,10,um
nephron,PMC7893587,ijbsv17p0527g001,female,250,um
nephron,PMC7893587,ijbsv17p0527g001,female,250,um
nephron,PMC7893587,ijbsv17p0527g001,female,10,um
nephron,PMC7893587,ijbsv17p0527g001,female,10,um
nephron,PMC7893587,ijbsv17p0527g001,male,250,um
nephron,PMC7893587,ijbsv17p0527g001,male,250,um
nephron,PMC7893587,ijbsv17p0527g001,male,10,um
nephron,PMC7893587,ijbsv17p0527g001,male,10,um
nephron,PMC7893587,ijbsv17p0527g001,female,250,um
nephron,PMC7893587,ijbsv17p0527g001,female,250,um
nephron,PMC7893587,ijbsv17p0527g001,female,10,um
nephron,PMC7893587,ijbsv17p0527g001,female,10,um
nephron,PMC7893587,ijbsv17p0527g001,male,250,um
nephron,PMC7893587,ijbsv17p0527g001,male,250,um
nephron,PMC7893587,ijbsv17p0527g001,male,10,um
nephron,PMC7893587,ijbsv17p0527g001,male,10,um
nephron,PMC7893587,ijbsv17p0527g001,male,250,um
nephron,PMC7893587,ijbsv17p0527g001,male,250,um
nephron,PMC7893587,ijbsv17p0527g001,male,10,um
nephron,PMC7893587,ijbsv17p0527g001,male,10,um
nephron,PMC7893587,ijbsv17p0527g001,female,250,um
nephron,PMC7893587,ijbsv17p0527g001,female,250,um
nephron,PMC7893587,ijbsv17p0527g001,female,10,um
nephron,PMC7893587,ijbsv17p0527g001,female,10,um
red pulp of spleen,PMC7862618,41419_2021_3415_Fig7_HTML,male,50,um
red pulp of spleen,PMC7862618,41419_2021_3415_Fig7_HTML,male,100,um
red pulp of spleen,PMC7862618,41419_2021_3415_Fig7_HTML,male,100,um
red pulp of spleen,PMC7862618,41419_2021_3415_Fig7_HTML,male,100,um
red pulp of spleen,PMC7862618,41419_2021_3415_Fig7_HTML,male,100,um
red pulp of spleen,PMC7862618,41419_2021_3415_Fig7_HTML,male,100,um
red pulp of spleen,PMC7862618,41419_2021_3415_Fig7_HTML,female,50,um
red pulp of spleen,PMC7862618,41419_2021_3415_Fig7_HTML,female,100,um
red pulp of spleen,PMC7862618,41419_2021_3415_Fig7_HTML,female,100,um
red pulp of spleen,PMC7862618,41419_2021_3415_Fig7_HTML,female,100,um
red pulp of spleen,PMC7862618,41419_2021_3415_Fig7_HTML,female,100,um
red pulp of spleen,PMC7862618,41419_2021_3415_Fig7_HTML,female,100,um
nephron,PMC8624241,life-11-01266-g008,male,25,um
nephron,PMC8624241,life-11-01266-g008,male,25,um
nephron,PMC8624241,life-11-01266-g008,male,25,um
nephron,PMC8624241,life-11-01266-g008,male,25,um
red pulp of spleen,PMC4274334,10.1177_0885328214548604-fig4,male,50,um
red pulp of spleen,PMC4274334,10.1177_0885328214548604-fig4,male,200,um
red pulp of spleen,PMC4274334,10.1177_0885328214548604-fig4,male,50,um
red pulp of spleen,PMC4274334,10.1177_0885328214548604-fig4,male,200,um
crypt of Lieberkuhn of large intestine,PMC4355630,srep09007-f2,female,100,um
crypt of Lieberkuhn of large intestine,PMC4355630,srep09007-f2,female,10,um
descending limb of loop of Henle,PMC4257009,DMM017376F4,male,0.75,um
descending limb of loop of Henle,PMC4257009,DMM017376F4,male,0.68,um
descending limb of loop of Henle,PMC4257009,DMM017376F4,male,0.6,um
descending limb of loop of Henle,PMC4257009,DMM017376F4,female,0.75,um
descending limb of loop of Henle,PMC4257009,DMM017376F4,female,0.68,um
descending limb of loop of Henle,PMC4257009,DMM017376F4,female,0.6,um
crypt of Lieberkuhn of large intestine,PMC8615603,biomolecules-11-01658-g003a,male,100,um
crypt of Lieberkuhn of large intestine,PMC8615603,biomolecules-11-01658-g003a,female,100,um
crypt of Lieberkuhn of large intestine,PMC4257684,pone.0114195.g006,female,100,um
crypt of Lieberkuhn of large intestine,PMC4257684,pone.0114195.g006,female,100,um
crypt of Lieberkuhn of large intestine,PMC4257684,pone.0114195.g006,male,100,um
crypt of Lieberkuhn of large intestine,PMC4257684,pone.0114195.g006,female,100,um
red pulp of spleen,PMC4274334,10.1177_0885328214548604-fig7,male,50,um
red pulp of spleen,PMC4274334,10.1177_0885328214548604-fig7,male,200,um
red pulp of spleen,PMC4274334,10.1177_0885328214548604-fig7,female,50,um
red pulp of spleen,PMC4274334,10.1177_0885328214548604-fig7,female,200,um
red pulp of spleen,PMC4274334,10.1177_0885328214548604-fig7,female,50,um
red pulp of spleen,PMC4274334,10.1177_0885328214548604-fig7,female,200,um
red pulp of spleen,PMC4274334,10.1177_0885328214548604-fig7,female,50,um
red pulp of spleen,PMC4274334,10.1177_0885328214548604-fig7,female,200,um
red pulp of spleen,PMC4274334,10.1177_0885328214548604-fig7,female,50,um
red pulp of spleen,PMC4274334,10.1177_0885328214548604-fig7,female,200,um
red pulp of spleen,PMC4274334,10.1177_0885328214548604-fig7,female,50,um
red pulp of spleen,PMC4274334,10.1177_0885328214548604-fig7,female,200,um
crypt of Lieberkuhn of large intestine,PMC4331787,acel0013-0292-f6,male,20,um
crypt of Lieberkuhn of large intestine,PMC4331787,acel0013-0292-f6,male,10,um
crypt of Lieberkuhn of large intestine,PMC4331787,acel0013-0292-f6,male,1,um
intestinal villus,PMC4331787,acel0013-0292-f6,male,20,um
intestinal villus,PMC4331787,acel0013-0292-f6,male,10,um
intestinal villus,PMC4331787,acel0013-0292-f6,male,1,um
crypt of Lieberkuhn of large intestine,PMC4331787,acel0013-0292-f6,female,20,um
crypt of Lieberkuhn of large intestine,PMC4331787,acel0013-0292-f6,female,10,um
crypt of Lieberkuhn of large intestine,PMC4331787,acel0013-0292-f6,female,1,um
intestinal villus,PMC4331787,acel0013-0292-f6,female,20,um
intestinal villus,PMC4331787,acel0013-0292-f6,female,10,um
intestinal villus,PMC4331787,acel0013-0292-f6,female,1,um
nephron,PMC8624241,life-11-01266-g009,male,25,um
nephron,PMC8624241,life-11-01266-g009,male,25,um
nephron,PMC8624241,life-11-01266-g009,male,25,um
nephron,PMC8624241,life-11-01266-g009,male,25,um
nephron,PMC8624241,life-11-01266-g002,male,50,um
nephron,PMC8624241,life-11-01266-g002,male,25,um
nephron,PMC8624241,life-11-01266-g002,male,100,um
crypt of Lieberkuhn of large intestine,PMC4330239,13244_2014_370_Fig3_HTML,male,50,um
white pulp of spleen,PMC4330239,13244_2014_370_Fig3_HTML,male,50,um
nephron,PMC8624241,life-11-01266-g007,male,25,um
nephron,PMC8624241,life-11-01266-g007,male,25,um
nephron,PMC8624241,life-11-01266-g007,male,25,um
nephron,PMC8624241,life-11-01266-g007,male,25,um
red pulp of spleen,PMC4274334,10.1177_0885328214548604-fig6,male,50,um
red pulp of spleen,PMC4274334,10.1177_0885328214548604-fig6,male,200,um
red pulp of spleen,PMC4274334,10.1177_0885328214548604-fig6,female,50,um
red pulp of spleen,PMC4274334,10.1177_0885328214548604-fig6,female,200,um
red pulp of spleen,PMC4274334,10.1177_0885328214548604-fig6,female,50,um
red pulp of spleen,PMC4274334,10.1177_0885328214548604-fig6,female,200,um
red pulp of spleen,PMC4274334,10.1177_0885328214548604-fig6,female,50,um
red pulp of spleen,PMC4274334,10.1177_0885328214548604-fig6,female,200,um
red pulp of spleen,PMC4274334,10.1177_0885328214548604-fig6,female,50,um
red pulp of spleen,PMC4274334,10.1177_0885328214548604-fig6,female,200,um
red pulp of spleen,PMC4274334,10.1177_0885328214548604-fig6,female,50,um
red pulp of spleen,PMC4274334,10.1177_0885328214548604-fig6,female,200,um
alveolus of lung,PMC8631197,fcell-09-679866-g004,male,100,um
prostate glandular acinus,PMC8631197,fcell-09-679866-g004,male,100,um
nephron,PMC8624241,life-11-01266-g004,male,50,um
nephron,PMC8624241,life-11-01266-g004,male,25,um
pancreatic acinus,PMC8630031,41467_2021_27220_Fig5_HTML,female,10,um
pancreatic acinus,PMC4330232,13244_2014_378_Fig2_HTML,female,50,um
pancreatic acinus,PMC4330232,13244_2014_378_Fig2_HTML,female,50,um
descending limb of loop of Henle,PMC4309445,ncomms7020-f3,female,100,um
descending limb of loop of Henle,PMC4309445,ncomms7020-f3,female,500,um
red pulp of spleen,PMC4274334,10.1177_0885328214548604-fig2,male,50,um
red pulp of spleen,PMC4274334,10.1177_0885328214548604-fig2,male,200,um
red pulp of spleen,PMC4274334,10.1177_0885328214548604-fig2,female,50,um
red pulp of spleen,PMC4274334,10.1177_0885328214548604-fig2,female,200,um
red pulp of spleen,PMC4274334,10.1177_0885328214548604-fig2,female,50,um
red pulp of spleen,PMC4274334,10.1177_0885328214548604-fig2,female,200,um
red pulp of spleen,PMC4274334,10.1177_0885328214548604-fig2,female,50,um
red pulp of spleen,PMC4274334,10.1177_0885328214548604-fig2,female,200,um
red pulp of spleen,PMC4274334,10.1177_0885328214548604-fig2,female,50,um
red pulp of spleen,PMC4274334,10.1177_0885328214548604-fig2,female,200,um
red pulp of spleen,PMC4274334,10.1177_0885328214548604-fig2,female,50,um
red pulp of spleen,PMC4274334,10.1177_0885328214548604-fig2,female,200,um
crypt of Lieberkuhn of large intestine,PMC8621803,microorganisms-09-02243-g005,male,500,um
crypt of Lieberkuhn of large intestine,PMC8621803,microorganisms-09-02243-g005,female,500,um
red pulp of spleen,PMC4274334,10.1177_0885328214548604-fig3,male,50,um
red pulp of spleen,PMC4274334,10.1177_0885328214548604-fig3,male,200,um
red pulp of spleen,PMC4274334,10.1177_0885328214548604-fig3,female,50,um
red pulp of spleen,PMC4274334,10.1177_0885328214548604-fig3,female,200,um
red pulp of spleen,PMC4274334,10.1177_0885328214548604-fig3,female,50,um
red pulp of spleen,PMC4274334,10.1177_0885328214548604-fig3,female,200,um
red pulp of spleen,PMC4274334,10.1177_0885328214548604-fig3,female,50,um
red pulp of spleen,PMC4274334,10.1177_0885328214548604-fig3,female,200,um
red pulp of spleen,PMC4274334,10.1177_0885328214548604-fig3,female,50,um
red pulp of spleen,PMC4274334,10.1177_0885328214548604-fig3,female,200,um
red pulp of spleen,PMC4274334,10.1177_0885328214548604-fig3,female,50,um
red pulp of spleen,PMC4274334,10.1177_0885328214548604-fig3,female,200,um
thick ascending limb of loop of Henle,PMC8623786,ijms-22-12528-g002,male,20,um
thick ascending limb of loop of Henle,PMC8623786,ijms-22-12528-g002,female,20,um
pancreatic acinus,PMC4322455,13058_2014_512_Fig7_HTML,female,100,um
nephron,PMC8624241,life-11-01266-g005,male,50,um
nephron,PMC8624241,life-11-01266-g005,male,25,um
papillary layer of dermis,PMC8656552,cancers-13-05962-g001,female,50,um
pancreatic acinus,PMC8630031,41467_2021_27220_Fig7_HTML,female,10,um
pancreatic acinus,PMC8630031,41467_2021_27220_Fig7_HTML,female,10,um
nephron,PMC8624241,life-11-01266-g006,male,25,um
nephron,PMC8624241,life-11-01266-g006,male,25,um
nephron,PMC8624241,life-11-01266-g006,male,25,um
nephron,PMC8624241,life-11-01266-g006,male,25,um
papillary layer of dermis,PMC4312390,417_2014_2870_Fig5_HTML,male,200,um
papillary layer of dermis,PMC4312390,417_2014_2870_Fig5_HTML,male,200,um
papillary layer of dermis,PMC4312390,417_2014_2870_Fig5_HTML,male,200,um
papillary layer of dermis,PMC4312390,417_2014_2870_Fig5_HTML,male,200,um
papillary layer of dermis,PMC4312390,417_2014_2870_Fig5_HTML,female,200,um
papillary layer of dermis,PMC4312390,417_2014_2870_Fig5_HTML,female,200,um
papillary layer of dermis,PMC4312390,417_2014_2870_Fig5_HTML,female,200,um
papillary layer of dermis,PMC4312390,417_2014_2870_Fig5_HTML,female,200,um
papillary layer of dermis,PMC4312390,417_2014_2870_Fig5_HTML,male,200,um
papillary layer of dermis,PMC4312390,417_2014_2870_Fig5_HTML,male,200,um
papillary layer of dermis,PMC4312390,417_2014_2870_Fig5_HTML,male,200,um
papillary layer of dermis,PMC4312390,417_2014_2870_Fig5_HTML,male,200,um
papillary layer of dermis,PMC4312390,417_2014_2870_Fig5_HTML,male,200,um
papillary layer of dermis,PMC4312390,417_2014_2870_Fig5_HTML,male,200,um
papillary layer of dermis,PMC4312390,417_2014_2870_Fig5_HTML,male,200,um
papillary layer of dermis,PMC4312390,417_2014_2870_Fig5_HTML,male,200,um
cortical collecting duct,PMC11601903,jciinsight-9-175998-g103,male,100,um
outer medullary collecting duct,PMC11601903,jciinsight-9-175998-g103,male,100,um
inner medullary collecting duct,PMC11601903,jciinsight-9-175998-g103,male,100,um
descending limb of loop of Henle,PMC11601903,jciinsight-9-175998-g103,male,100,um
thick ascending limb of loop of Henle,PMC11601903,jciinsight-9-175998-g103,male,100,um
loop of Henle ascending limb thin segment,PMC11601903,jciinsight-9-175998-g103,male,100,um
nephron,PMC11601903,jciinsight-9-175998-g103,male,100,um
nephron,PMC11590601,JAVAR-11-762-g006,female,20,um
nephron,PMC11590601,JAVAR-11-762-g006,female,20,um
nephron,PMC11590601,JAVAR-11-762-g006,female,20,um
nephron,PMC11590601,JAVAR-11-762-g006,female,20,um
nephron,PMC11590601,JAVAR-11-762-g006,female,20,um
pancreatic acinus,PMC1601957,1471-213X-6-42-11,female,50,um
intestinal villus,PMC1564389,1471-213X-6-33-3,female,100,um
intestinal villus,PMC1564389,1471-213X-6-33-3,male,100,um
pancreatic acinus,PMC1601957,1471-213X-6-42-1,female,100,um
pancreatic acinus,PMC1601957,1471-213X-6-42-1,female,20,um
liver lobule,PMC11586590,JIMD-47-1322-g006,female,200,um
liver lobule,PMC11586590,JIMD-47-1322-g006,female,200,um
liver lobule,PMC11586590,JIMD-47-1322-g006,female,100,um
liver lobule,PMC1183526,pgen.0010007.g006,male,5,um
liver lobule,PMC1183526,pgen.0010007.g006,male,5,um
liver lobule,PMC1183526,pgen.0010007.g006,male,1,um
liver lobule,PMC1183526,pgen.0010007.g006,male,1,um
liver lobule,PMC1183526,pgen.0010007.g006,male,1,um
liver lobule,PMC1183526,pgen.0010007.g006,male,1,um
liver lobule,PMC1183526,pgen.0010007.g006,male,1,um
liver lobule,PMC1183526,pgen.0010007.g006,male,1,um
liver lobule,PMC1183526,pgen.0010007.g006,female,5,um
liver lobule,PMC1183526,pgen.0010007.g006,female,5,um
liver lobule,PMC1183526,pgen.0010007.g006,female,1,um
liver lobule,PMC1183526,pgen.0010007.g006,female,1,um
liver lobule,PMC1183526,pgen.0010007.g006,female,1,um
liver lobule,PMC1183526,pgen.0010007.g006,female,1,um
liver lobule,PMC1183526,pgen.0010007.g006,female,1,um
liver lobule,PMC1183526,pgen.0010007.g006,female,1,um
liver lobule,PMC2065874,ppat.0030171.g006,female,1,um
liver lobule,PMC2065874,ppat.0030171.g006,female,20,um
liver lobule,PMC2065874,ppat.0030171.g006,female,10,um
liver lobule,PMC2065874,ppat.0030171.g006,female,10,um
liver lobule,PMC2065874,ppat.0030171.g006,female,10,um
liver lobule,PMC2065874,ppat.0030171.g006,female,10,um
liver lobule,PMC2065874,ppat.0030171.g006,female,10,um
white pulp of spleen,PMC3648502,1471-2164-14-276-2,male,200,um
white pulp of spleen,PMC3648502,1471-2164-14-276-2,male,1,um
red pulp of spleen,PMC3648502,1471-2164-14-276-2,male,200,um
red pulp of spleen,PMC3648502,1471-2164-14-276-2,male,1,um
prostate glandular acinus,PMC3648502,1471-2164-14-276-2,male,200,um
prostate glandular acinus,PMC3648502,1471-2164-14-276-2,male,1,um
white pulp of spleen,PMC3648502,1471-2164-14-276-2,female,200,um
white pulp of spleen,PMC3648502,1471-2164-14-276-2,female,1,um
red pulp of spleen,PMC3648502,1471-2164-14-276-2,female,200,um
red pulp of spleen,PMC3648502,1471-2164-14-276-2,female,1,um
prostate glandular acinus,PMC3648502,1471-2164-14-276-2,female,200,um
prostate glandular acinus,PMC3648502,1471-2164-14-276-2,female,1,um
descending limb of loop of Henle,PMC3621739,1475-2840-12-54-2,male,50,um
descending limb of loop of Henle,PMC3621739,1475-2840-12-54-2,female,50,um
descending limb of loop of Henle,PMC3574679,sensors-13-00334f10,female,50,um
papillary layer of dermis,PMC3574679,sensors-13-00334f10,female,50,um
descending limb of loop of Henle,PMC3574679,sensors-13-00334f7,female,50,um
papillary layer of dermis,PMC3574679,sensors-13-00334f7,female,50,um
descending limb of loop of Henle,PMC3574679,sensors-13-00334f7,female,50,um
papillary layer of dermis,PMC3574679,sensors-13-00334f7,female,50,um
papillary layer of dermis,PMC3651095,pone.0063607.g001,female,100,um
intestinal villus,PMC3652158,ECAM2013-837370.003,male,100,um
intestinal villus,PMC3652158,ECAM2013-837370.003,female,100,um
descending limb of loop of Henle,PMC3574679,sensors-13-00334f9,male,50,um
papillary layer of dermis,PMC3574679,sensors-13-00334f9,male,50,um
papillary layer of dermis,PMC3654289,ISRN.DERMATOLOGY2013-852497.003,female,2,um
white pulp of spleen,PMC3589411,pone.0057706.g002,male,10,um
red pulp of spleen,PMC3589411,pone.0057706.g002,male,10,um
white pulp of spleen,PMC3589411,pone.0057706.g002,male,10,um
red pulp of spleen,PMC3589411,pone.0057706.g002,male,10,um
nephron,PMC3627517,pgen.1003384.g003,male,50,um
nephron,PMC3627517,pgen.1003384.g003,male,10,um
nephron,PMC3585120,pgen.1003302.g002,male,50,um
white pulp of spleen,PMC3585120,pgen.1003302.g002,male,50,um
red pulp of spleen,PMC3585120,pgen.1003302.g002,male,50,um
nephron,PMC3585120,pgen.1003302.g002,female,50,um
white pulp of spleen,PMC3585120,pgen.1003302.g002,female,50,um
red pulp of spleen,PMC3585120,pgen.1003302.g002,female,50,um
cortical collecting duct,PMC10817934,41598_2024_52581_Fig1_HTML,male,50,um
cortical collecting duct,PMC10817934,41598_2024_52581_Fig1_HTML,male,100,um
nephron,PMC10817934,41598_2024_52581_Fig1_HTML,male,50,um
nephron,PMC10817934,41598_2024_52581_Fig1_HTML,male,100,um
cortical collecting duct,PMC10817934,41598_2024_52581_Fig1_HTML,female,50,um
cortical collecting duct,PMC10817934,41598_2024_52581_Fig1_HTML,female,100,um
nephron,PMC10817934,41598_2024_52581_Fig1_HTML,female,50,um
nephron,PMC10817934,41598_2024_52581_Fig1_HTML,female,100,um
papillary layer of dermis,PMC10813997,cancers-16-00278-g005,male,500,um
prostate glandular acinus,PMC10829266,13578_2024_1198_Fig1_HTML,male,10,um
prostate glandular acinus,PMC10829266,13578_2024_1198_Fig1_HTML,male,10,um
nephron,PMC10844297,41467_2024_44866_Fig2_HTML,male,100,um
nephron,PMC10844297,41467_2024_44866_Fig2_HTML,male,100,um
nephron,PMC10844297,41467_2024_44866_Fig2_HTML,female,100,um
nephron,PMC10844297,41467_2024_44866_Fig2_HTML,female,100,um
red pulp of spleen,PMC10823008,fcell-11-1260019-g001,male,10,um
red pulp of spleen,PMC10823008,fcell-11-1260019-g001,female,10,um
intestinal villus,PMC10845764,12916_2024_3264_Fig6_HTML,female,40,um
papillary layer of dermis,PMC10813997,cancers-16-00278-g004,female,100,um
prostate glandular acinus,PMC10850104,41467_2024_45324_Fig6_HTML,male,100,um
prostate glandular acinus,PMC10850104,41467_2024_45324_Fig6_HTML,female,100,um
prostate glandular acinus,PMC10850104,41467_2024_45324_Fig6_HTML,male,100,um
prostate glandular acinus,PMC10850104,41467_2024_45324_Fig6_HTML,male,100,um
prostate glandular acinus,PMC10850104,41467_2024_45324_Fig6_HTML,male,100,um
prostate glandular acinus,PMC10850104,41467_2024_45324_Fig6_HTML,female,100,um
prostate glandular acinus,PMC10850104,41467_2024_45324_Fig6_HTML,female,100,um
prostate glandular acinus,PMC10850104,41467_2024_45324_Fig6_HTML,female,100,um
prostate glandular acinus,PMC10850104,41467_2024_45324_Fig1_HTML,male,50,um
prostate glandular acinus,PMC10850104,41467_2024_45324_Fig1_HTML,female,50,um
prostate glandular acinus,PMC10850104,41467_2024_45324_Fig1_HTML,male,50,um
prostate glandular acinus,PMC10850104,41467_2024_45324_Fig1_HTML,female,50,um
nephron,PMC10834362,hoae003f1,male,5,um
nephron,PMC10834362,hoae003f1,male,5,um
nephron,PMC10834362,hoae003f1,male,5,um
papillary layer of dermis,PMC10813997,cancers-16-00278-g003,female,100,um
white pulp of spleen,PMC5089746,pone.0164202.g003,female,50,um
nephron,PMC10033415,41390_2022_2165_Fig3_HTML,male,1000,um
nephron,PMC10033415,41390_2022_2165_Fig3_HTML,male,1000,um
nephron,PMC10033415,41390_2022_2165_Fig3_HTML,female,1000,um
nephron,PMC10033415,41390_2022_2165_Fig3_HTML,female,1000,um
crypt of Lieberkuhn of large intestine,PMC5215581,NMO-28-975-g005,female,50,um
nephron,PMC5171864,srep39191-f5,male,50,um
nephron,PMC5171864,srep39191-f5,male,50,um
nephron,PMC5171864,srep39191-f5,female,50,um
nephron,PMC5171864,srep39191-f5,female,50,um
papillary layer of dermis,PMC5123387,40425_2016_172_Fig20_HTML,male,50,um
white pulp of spleen,PMC5123387,40425_2016_172_Fig20_HTML,male,50,um
papillary layer of dermis,PMC5123387,40425_2016_172_Fig20_HTML,female,50,um
white pulp of spleen,PMC5123387,40425_2016_172_Fig20_HTML,female,50,um
islet of Langerhans,PMC5052689,ncomms12961-f3,female,5,um
pancreatic acinus,PMC5052689,ncomms12961-f3,female,5,um
intestinal villus,PMC5129580,PD-36-1009-g001,male,5,um
intestinal villus,PMC5129580,PD-36-1009-g001,male,10,um
crypt of Lieberkuhn of large intestine,PMC5190067,oncotarget-07-43907-g002,male,25,um
crypt of Lieberkuhn of large intestine,PMC5190067,oncotarget-07-43907-g002,female,25,um
papillary layer of dermis,PMC5078949,13058_2016_767_Fig8_HTML,female,50,um
inner medullary collecting duct,PMC5078949,13058_2016_767_Fig8_HTML,female,50,um
papillary layer of dermis,PMC5078949,13058_2016_767_Fig8_HTML,female,50,um
inner medullary collecting duct,PMC5078949,13058_2016_767_Fig8_HTML,female,50,um
papillary layer of dermis,PMC5078949,13058_2016_767_Fig8_HTML,female,50,um
inner medullary collecting duct,PMC5078949,13058_2016_767_Fig8_HTML,female,50,um
