ftu,pmcid,graphic,sex_tag,value,unit
nephron,PMC7096391,467_2019_4436_Fig1_HTML,female,50,um
nephron,PMC7096391,467_2019_4436_Fig1_HTML,female,100,um
nephron,PMC7096391,467_2019_4436_Fig1_HTML,female,100,um
nephron,PMC7096391,467_2019_4436_Fig1_HTML,female,50,um
nephron,PMC7096391,467_2019_4436_Fig1_HTML,female,50,um
nephron,PMC7096391,467_2019_4436_Fig1_HTML,female,100,um
nephron,PMC7096391,467_2019_4436_Fig1_HTML,female,100,um
nephron,PMC7096391,467_2019_4436_Fig1_HTML,male,50,um
nephron,PMC7096391,467_2019_4436_Fig1_HTML,male,50,um
nephron,PMC7096391,467_2019_4436_Fig1_HTML,male,100,um
nephron,PMC7096391,467_2019_4436_Fig1_HTML,male,100,um
nephron,PMC7096391,467_2019_4436_Fig1_HTML,male,50,um
nephron,PMC7096391,467_2019_4436_Fig1_HTML,male,50,um
nephron,PMC7096391,467_2019_4436_Fig1_HTML,male,100,um
nephron,PMC7096391,467_2019_4436_Fig1_HTML,male,100,um
crypt of Lieberkuhn of large intestine,PMC7119156,13071_2020_4034_Fig4_HTML,male,100,um
crypt of Lieberkuhn of large intestine,PMC7119156,13071_2020_4034_Fig4_HTML,female,100,um
papillary layer of dermis,PMC7159049,rb-53-01-0021-g02,male,50,um
epidermal ridge of digit,PMC7105465,41420_2020_250_Fig5_HTML,male,10,um
epidermal ridge of digit,PMC7105465,41420_2020_250_Fig5_HTML,male,1,um
epidermal ridge of digit,PMC7105465,41420_2020_250_Fig5_HTML,male,0.3,um
epidermal ridge of digit,PMC7105465,41420_2020_250_Fig5_HTML,male,0.2,um
epidermal ridge of digit,PMC7105465,41420_2020_250_Fig5_HTML,male,10,um
epidermal ridge of digit,PMC7105465,41420_2020_250_Fig5_HTML,male,1,um
epidermal ridge of digit,PMC7105465,41420_2020_250_Fig5_HTML,male,0.3,um
epidermal ridge of digit,PMC7105465,41420_2020_250_Fig5_HTML,male,0.2,um
epidermal ridge of digit,PMC7105465,41420_2020_250_Fig5_HTML,female,10,um
epidermal ridge of digit,PMC7105465,41420_2020_250_Fig5_HTML,female,1,um
epidermal ridge of digit,PMC7105465,41420_2020_250_Fig5_HTML,female,0.3,um
epidermal ridge of digit,PMC7105465,41420_2020_250_Fig5_HTML,female,0.2,um
epidermal ridge of digit,PMC7105465,41420_2020_250_Fig5_HTML,male,10,um
epidermal ridge of digit,PMC7105465,41420_2020_250_Fig5_HTML,male,1,um
epidermal ridge of digit,PMC7105465,41420_2020_250_Fig5_HTML,male,0.3,um
epidermal ridge of digit,PMC7105465,41420_2020_250_Fig5_HTML,male,0.2,um
epidermal ridge of digit,PMC7105465,41420_2020_250_Fig5_HTML,female,10,um
epidermal ridge of digit,PMC7105465,41420_2020_250_Fig5_HTML,female,1,um
epidermal ridge of digit,PMC7105465,41420_2020_250_Fig5_HTML,female,0.3,um
epidermal ridge of digit,PMC7105465,41420_2020_250_Fig5_HTML,female,0.2,um
nephron,PMC7131913,JCMM-24-3593-g005,male,50,um
nephron,PMC7131913,JCMM-24-3593-g005,female,50,um
nephron,PMC7131913,JCMM-24-3593-g005,male,50,um
nephron,PMC7131913,JCMM-24-3593-g005,female,50,um
crypt of Lieberkuhn of large intestine,PMC7131924,JCMM-24-3399-g001,male,25,um
crypt of Lieberkuhn of large intestine,PMC7131924,JCMM-24-3399-g001,female,25,um
red pulp of spleen,PMC7178710,materials-13-01692-g004,male,100,um
red pulp of spleen,PMC7178710,materials-13-01692-g004,female,100,um
nephron,PMC7143625,animals-10-00377-g005,male,20,um
nephron,PMC7143625,animals-10-00377-g005,female,20,um
cortical collecting duct,PMC7092677,12860_2020_257_Fig6_HTML,female,5,um
cortical collecting duct,PMC7092677,12860_2020_257_Fig6_HTML,female,100,um
white pulp of spleen,PMC7109308,fendo-11-00115-g0002,female,50,um
red pulp of spleen,PMC7109308,fendo-11-00115-g0002,female,50,um
nephron,PMC7142969,animals-10-00525-g003a,female,5,um
liver lobule,PMC7142969,animals-10-00525-g003a,female,5,um
nephron,PMC7142969,animals-10-00525-g003a,female,5,um
nephron,PMC7142969,animals-10-00525-g003a,female,5,um
alveolus of lung,PMC7142969,animals-10-00525-g003a,female,5,um
alveolus of lung,PMC7142969,animals-10-00525-g003a,female,5,um
alveolus of lung,PMC7142969,animals-10-00525-g003a,female,5,um
liver lobule,PMC7142969,animals-10-00525-g003a,female,5,um
liver lobule,PMC7142969,animals-10-00525-g003a,female,5,um
nephron,PMC7141314,jcm-09-00827-g001,male,400,um
nephron,PMC7141314,jcm-09-00827-g001,male,400,um
nephron,PMC7141314,jcm-09-00827-g001,male,400,um
nephron,PMC7141314,jcm-09-00827-g001,male,400,um
nephron,PMC7141314,jcm-09-00827-g001,female,400,um
nephron,PMC7141314,jcm-09-00827-g001,female,400,um
papillary layer of dermis,PMC3126840,pone.0021755.g001,male,50,um
red pulp of spleen,PMC3126732,1741-7015-9-68-6,male,100,um
intestinal villus,PMC3219641,pone.0026898.g002,male,200,um
intestinal villus,PMC3219641,pone.0026898.g002,male,200,um
intestinal villus,PMC3219641,pone.0026898.g002,male,100,um
intestinal villus,PMC3219641,pone.0026898.g002,male,100,um
intestinal villus,PMC3219641,pone.0026898.g002,male,100,um
nephron,PMC3102746,pgen.1002088.g008,female,10,um
nephron,PMC3102746,pgen.1002088.g008,female,10,um
intestinal villus,PMC3048367,ppat.1002005.g003,female,10,um
papillary layer of dermis,PMC3056424,JMedLife-04-63-g007,female,500500,um
papillary layer of dermis,PMC3056424,JMedLife-04-63-g006,male,500500,um
nephron,PMC3052385,pone.0017838.g002,male,10,um
nephron,PMC3052385,pone.0017838.g002,female,10,um
pancreatic acinus,PMC3124475,pone.0020707.g004,male,5,um
pancreatic acinus,PMC3124475,pone.0020707.g004,female,5,um
intestinal villus,PMC3182249,pone.0025696.g004,male,500,um
intestinal villus,PMC3182249,pone.0025696.g004,male,50,um
intestinal villus,PMC3182249,pone.0025696.g004,female,500,um
intestinal villus,PMC3182249,pone.0025696.g004,female,50,um
prostate glandular acinus,PMC3050854,1471-2407-11-77-5,male,50,um
prostate glandular acinus,PMC3050854,1471-2407-11-77-5,male,100,um
white pulp of spleen,PMC3257306,ppat.1002434.g005,male,75,um
white pulp of spleen,PMC3257306,ppat.1002434.g005,male,50,um
white pulp of spleen,PMC3257306,ppat.1002434.g005,male,150,um
red pulp of spleen,PMC3257306,ppat.1002434.g005,male,75,um
red pulp of spleen,PMC3257306,ppat.1002434.g005,male,50,um
red pulp of spleen,PMC3257306,ppat.1002434.g005,male,150,um
white pulp of spleen,PMC3257306,ppat.1002434.g005,female,75,um
white pulp of spleen,PMC3257306,ppat.1002434.g005,female,50,um
white pulp of spleen,PMC3257306,ppat.1002434.g005,female,150,um
red pulp of spleen,PMC3257306,ppat.1002434.g005,female,75,um
red pulp of spleen,PMC3257306,ppat.1002434.g005,female,50,um
red pulp of spleen,PMC3257306,ppat.1002434.g005,female,150,um
liver lobule,PMC3256162,pone.0029720.g004,female,2,um
thymus lobule,PMC3256162,pone.0029720.g004,female,2,um
red pulp of spleen,PMC3126732,1741-7015-9-68-3,male,100,um
red pulp of spleen,PMC3126732,1741-7015-9-68-1,male,100,um
red pulp of spleen,PMC3126732,1741-7015-9-68-4,male,100,um
nephron,PMC3176300,pone.0025065.g001,male,5,um
nephron,PMC3176300,pone.0025065.g001,male,25,um
nephron,PMC3176300,pone.0025065.g001,male,25,um
nephron,PMC3176300,pone.0025065.g001,male,25,um
nephron,PMC3176300,pone.0025065.g001,male,10,um
nephron,PMC3176300,pone.0025065.g001,male,5,um
nephron,PMC3176300,pone.0025065.g001,male,25,um
nephron,PMC3176300,pone.0025065.g001,male,25,um
nephron,PMC3176300,pone.0025065.g001,male,25,um
nephron,PMC3176300,pone.0025065.g001,male,10,um
nephron,PMC3176300,pone.0025065.g001,male,5,um
nephron,PMC3176300,pone.0025065.g001,male,25,um
nephron,PMC3176300,pone.0025065.g001,male,25,um
nephron,PMC3176300,pone.0025065.g001,male,25,um
nephron,PMC3176300,pone.0025065.g001,male,10,um
prostate glandular acinus,PMC6051213,CAM4-7-3132-g004,female,20,um
intestinal villus,PMC6032771,12967_2018_1556_Fig2_HTML,female,20,um
intestinal villus,PMC6032771,12967_2018_1556_Fig2_HTML,female,20,um
intestinal villus,PMC6032771,12967_2018_1556_Fig2_HTML,female,20,um
intestinal villus,PMC6032771,12967_2018_1556_Fig2_HTML,female,20,um
white pulp of spleen,PMC6048072,VetWorld-11-748-g002,male,50,um
red pulp of spleen,PMC6048072,VetWorld-11-748-g002,male,100,um
red pulp of spleen,PMC6048072,VetWorld-11-748-g002,male,100,um
white pulp of spleen,PMC6048072,VetWorld-11-748-g002,male,200,um
white pulp of spleen,PMC6048072,VetWorld-11-748-g002,male,200,um
white pulp of spleen,PMC6048072,VetWorld-11-748-g002,male,100,um
white pulp of spleen,PMC6048072,VetWorld-11-748-g002,male,100,um
red pulp of spleen,PMC6048072,VetWorld-11-748-g002,male,50,um
red pulp of spleen,PMC6048072,VetWorld-11-748-g002,male,200,um
red pulp of spleen,PMC6048072,VetWorld-11-748-g002,male,200,um
white pulp of spleen,PMC6048072,VetWorld-11-748-g002,female,50,um
red pulp of spleen,PMC6048072,VetWorld-11-748-g002,female,100,um
red pulp of spleen,PMC6048072,VetWorld-11-748-g002,female,100,um
white pulp of spleen,PMC6048072,VetWorld-11-748-g002,female,200,um
white pulp of spleen,PMC6048072,VetWorld-11-748-g002,female,200,um
white pulp of spleen,PMC6048072,VetWorld-11-748-g002,female,100,um
white pulp of spleen,PMC6048072,VetWorld-11-748-g002,female,100,um
red pulp of spleen,PMC6048072,VetWorld-11-748-g002,female,50,um
red pulp of spleen,PMC6048072,VetWorld-11-748-g002,female,200,um
red pulp of spleen,PMC6048072,VetWorld-11-748-g002,female,200,um
cortical collecting duct,PMC9499864,42255_2022_615_Fig5_ESM,male,500,um
descending limb of loop of Henle,PMC9499864,42255_2022_615_Fig5_ESM,male,500,um
outer medullary collecting duct,PMC9499864,42255_2022_615_Fig5_ESM,male,500,um
thick ascending limb of loop of Henle,PMC9499864,42255_2022_615_Fig5_ESM,male,500,um
inner medullary collecting duct,PMC9499864,42255_2022_615_Fig5_ESM,male,500,um
nephron,PMC9499864,42255_2022_615_Fig5_ESM,male,500,um
cortical collecting duct,PMC9499864,42255_2022_615_Fig5_ESM,female,500,um
descending limb of loop of Henle,PMC9499864,42255_2022_615_Fig5_ESM,female,500,um
outer medullary collecting duct,PMC9499864,42255_2022_615_Fig5_ESM,female,500,um
thick ascending limb of loop of Henle,PMC9499864,42255_2022_615_Fig5_ESM,female,500,um
inner medullary collecting duct,PMC9499864,42255_2022_615_Fig5_ESM,female,500,um
nephron,PMC9499864,42255_2022_615_Fig5_ESM,female,500,um
prostate glandular acinus,PMC6021330,oncotarget-09-28213-g001,female,50,um
prostate glandular acinus,PMC6051213,CAM4-7-3132-g002,female,20,um
liver lobule,PMC9511750,12983_2022_469_Fig2_HTML,male,50,um
liver lobule,PMC9511750,12983_2022_469_Fig2_HTML,male,100,um
liver lobule,PMC9511750,12983_2022_469_Fig2_HTML,female,50,um
liver lobule,PMC9511750,12983_2022_469_Fig2_HTML,female,100,um
red pulp of spleen,PMC5998545,13287_2018_899_Fig1_HTML,female,50,um
red pulp of spleen,PMC5998545,13287_2018_899_Fig1_HTML,female,50,um
renal corpuscle,PMC9731380,dfac033f4,female,20,um
descending limb of loop of Henle,PMC9731380,dfac033f4,female,20,um
thick ascending limb of loop of Henle,PMC9731380,dfac033f4,female,20,um
inner medullary collecting duct,PMC9731380,dfac033f4,female,20,um
nephron,PMC9731380,dfac033f4,female,20,um
nephron,PMC9761961,13578_2022_936_Fig3_HTML,female,100,um
papillary layer of dermis,PMC9768042,fphar-13-1064032-g007,female,50,um
papillary layer of dermis,PMC9768042,fphar-13-1064032-g007,male,50,um
papillary layer of dermis,PMC9768042,fphar-13-1064032-g007,female,50,um
epidermal ridge of digit,PMC9741103,molecules-27-08628-g018,female,20,um
crypt of Lieberkuhn of large intestine,PMC9714159,40168_2022_1402_Fig5_HTML,male,50,um
crypt of Lieberkuhn of large intestine,PMC9714159,40168_2022_1402_Fig5_HTML,male,50,um
crypt of Lieberkuhn of large intestine,PMC9714159,40168_2022_1402_Fig5_HTML,female,50,um
crypt of Lieberkuhn of large intestine,PMC9714159,40168_2022_1402_Fig5_HTML,female,50,um
epidermal ridge of digit,PMC9749150,13071_2022_5590_Fig5_HTML,female,1,um
white pulp of spleen,PMC9735671,ijms-23-14987-g012,female,50,um
red pulp of spleen,PMC9735671,ijms-23-14987-g012,female,50,um
epidermal ridge of digit,PMC9735671,ijms-23-14987-g012,female,50,um
white pulp of spleen,PMC9735671,ijms-23-14987-g012,male,50,um
red pulp of spleen,PMC9735671,ijms-23-14987-g012,male,50,um
epidermal ridge of digit,PMC9735671,ijms-23-14987-g012,male,50,um
crypt of Lieberkuhn of large intestine,PMC9732937,fonc-12-900832-g003,female,200,um
crypt of Lieberkuhn of large intestine,PMC9732937,fonc-12-900832-g003,female,200,um
prostate glandular acinus,PMC9758872,13046_2022_2561_Fig4_HTML,male,50,um
pancreatic acinus,PMC9758872,13046_2022_2561_Fig4_HTML,male,50,um
papillary layer of dermis,PMC9758872,13046_2022_2561_Fig4_HTML,male,50,um
prostate glandular acinus,PMC9758872,13046_2022_2561_Fig4_HTML,female,50,um
pancreatic acinus,PMC9758872,13046_2022_2561_Fig4_HTML,female,50,um
papillary layer of dermis,PMC9758872,13046_2022_2561_Fig4_HTML,female,50,um
nephron,PMC9747556,MGG3-10-e2078-g001,male,5,um
nephron,PMC9747556,MGG3-10-e2078-g001,male,5,um
nephron,PMC9747556,MGG3-10-e2078-g005,male,5,um
nephron,PMC9747556,MGG3-10-e2078-g005,male,5,um
nephron,PMC9747556,MGG3-10-e2078-g005,male,5,um
nephron,PMC9747556,MGG3-10-e2078-g005,male,5,um
crypt of Lieberkuhn of large intestine,PMC5850744,dmw044f03,female,50,um
crypt of Lieberkuhn of large intestine,PMC5850744,dmw044f02,female,10,um
red pulp of spleen,PMC5836425,IJCB2018-6853189.003,female,100,um
red pulp of spleen,PMC5836425,IJCB2018-6853189.003,female,100,um
intestinal villus,PMC5873885,jci-128-97325-g007,male,50,um
intestinal villus,PMC5873885,jci-128-97325-g007,male,50,um
intestinal villus,PMC5873885,jci-128-97325-g007,female,50,um
intestinal villus,PMC5873885,jci-128-97325-g007,female,50,um
nephron,PMC5874023,pone.0194617.g004,male,5,um
nephron,PMC5874023,pone.0194617.g004,male,5,um
intestinal villus,PMC5837767,oncotarget-09-11503-g003,female,100,um
intestinal villus,PMC5837767,oncotarget-09-11503-g003,female,100,um
papillary layer of dermis,PMC5869055,gr5,female,200,um
papillary layer of dermis,PMC5869055,gr5,female,200,um
papillary layer of dermis,PMC5869055,gr5,female,100,um
papillary layer of dermis,PMC5869055,gr5,female,100,um
papillary layer of dermis,PMC5869055,gr5,male,200,um
papillary layer of dermis,PMC5869055,gr5,male,200,um
papillary layer of dermis,PMC5869055,gr5,male,100,um
papillary layer of dermis,PMC5869055,gr5,male,100,um
papillary layer of dermis,PMC5869055,gr5,female,200,um
papillary layer of dermis,PMC5869055,gr5,female,200,um
papillary layer of dermis,PMC5869055,gr5,female,100,um
papillary layer of dermis,PMC5869055,gr5,female,100,um
papillary layer of dermis,PMC5869055,gr3,female,200,um
papillary layer of dermis,PMC5869055,gr3,female,200,um
papillary layer of dermis,PMC5869055,gr3,female,200,um
papillary layer of dermis,PMC5869055,gr3,female,200,um
papillary layer of dermis,PMC5869055,gr3,female,200,um
papillary layer of dermis,PMC5869055,gr3,female,200,um
nephron,PMC5877723,ijms-19-00862-g003,female,200,um
nephron,PMC5877723,ijms-19-00862-g003,female,200,um
nephron,PMC5877723,ijms-19-00862-g003,female,200,um
nephron,PMC5839393,oncotarget-09-9672-g001,male,50,um
nephron,PMC5839393,oncotarget-09-9672-g001,female,50,um
nephron,PMC5849647,41467_2018_3327_Fig2_HTML,female,20,um
nephron,PMC5849647,41467_2018_3327_Fig2_HTML,female,20,um
nephron,PMC5849647,41467_2018_3327_Fig2_HTML,female,20,um
nephron,PMC5849647,41467_2018_3327_Fig2_HTML,female,20,um
islet of Langerhans,PMC5872086,jpm-08-00012-g003,female,2,um
white pulp of spleen,PMC5872086,jpm-08-00012-g003,female,2,um
red pulp of spleen,PMC5872086,jpm-08-00012-g003,female,2,um
islet of Langerhans,PMC5872086,jpm-08-00012-g007,male,50,um
islet of Langerhans,PMC5872086,jpm-08-00012-g007,male,20,um
white pulp of spleen,PMC5872086,jpm-08-00012-g007,male,50,um
white pulp of spleen,PMC5872086,jpm-08-00012-g007,male,20,um
red pulp of spleen,PMC5872086,jpm-08-00012-g007,male,50,um
red pulp of spleen,PMC5872086,jpm-08-00012-g007,male,20,um
islet of Langerhans,PMC5872086,jpm-08-00012-g007,female,50,um
islet of Langerhans,PMC5872086,jpm-08-00012-g007,female,20,um
white pulp of spleen,PMC5872086,jpm-08-00012-g007,female,50,um
white pulp of spleen,PMC5872086,jpm-08-00012-g007,female,20,um
red pulp of spleen,PMC5872086,jpm-08-00012-g007,female,50,um
red pulp of spleen,PMC5872086,jpm-08-00012-g007,female,20,um
nephron,PMC5849181,oncotarget-09-12879-g001,male,50,um
nephron,PMC5849181,oncotarget-09-12879-g001,male,20,um
nephron,PMC5849181,oncotarget-09-12879-g001,female,50,um
nephron,PMC5849181,oncotarget-09-12879-g001,female,20,um
islet of Langerhans,PMC5855636,ijms-19-00414-g001,male,20,um
crypt of Lieberkuhn of large intestine,PMC5855636,ijms-19-00414-g001,male,20,um
islet of Langerhans,PMC5855636,ijms-19-00414-g001,female,20,um
crypt of Lieberkuhn of large intestine,PMC5855636,ijms-19-00414-g001,female,20,um
intestinal villus,PMC5833108,12958_2018_333_Fig1_HTML,male,200,um
intestinal villus,PMC5833108,12958_2018_333_Fig1_HTML,female,200,um
nephron,PMC5827519,41598_2018_22070_Fig4_HTML,female,500,um
pancreatic acinus,PMC5867168,JCMM-22-2346-g005,male,20,um
pancreatic acinus,PMC5867168,JCMM-22-2346-g005,female,20,um
pancreatic acinus,PMC5868831,pone.0194895.g003,male,100,um
pancreatic acinus,PMC5868831,pone.0194895.g003,female,100,um
prostate glandular acinus,PMC5882308,oncotarget-09-15931-g002,female,100,um
prostate glandular acinus,PMC5882308,oncotarget-09-15931-g002,female,100,um
prostate glandular acinus,PMC5882308,oncotarget-09-15931-g002,female,100,um
prostate glandular acinus,PMC5882308,oncotarget-09-15931-g002,female,100,um
prostate glandular acinus,PMC5882308,oncotarget-09-15931-g002,female,100,um
prostate glandular acinus,PMC5882308,oncotarget-09-15931-g002,female,100,um
prostate glandular acinus,PMC5882308,oncotarget-09-15931-g002,female,100,um
prostate glandular acinus,PMC5882308,oncotarget-09-15931-g002,female,100,um
papillary layer of dermis,PMC8056032,fcell-09-628039-g006,female,250,um
papillary layer of dermis,PMC8056032,fcell-09-628039-g006,female,250,um
papillary layer of dermis,PMC8056032,fcell-09-628039-g006,female,250,um
papillary layer of dermis,PMC8056032,fcell-09-628039-g006,female,250,um
intestinal villus,PMC8066208,nutrients-13-01089-g003,female,20,um
intestinal villus,PMC8066208,nutrients-13-01089-g003,female,20,um
crypt of Lieberkuhn of large intestine,PMC8066208,nutrients-13-01089-g003,female,20,um
crypt of Lieberkuhn of large intestine,PMC8066208,nutrients-13-01089-g003,female,20,um
epidermal ridge of digit,PMC8037722,ijerph-18-03627-g001,male,200,um
epidermal ridge of digit,PMC8037722,ijerph-18-03627-g001,male,200,um
epidermal ridge of digit,PMC8037722,ijerph-18-03627-g001,male,200,um
epidermal ridge of digit,PMC8037722,ijerph-18-03627-g001,male,200,um
epidermal ridge of digit,PMC8037722,ijerph-18-03627-g001,male,200,um
epidermal ridge of digit,PMC8037722,ijerph-18-03627-g001,male,200,um
epidermal ridge of digit,PMC8037722,ijerph-18-03627-g001,male,200,um
epidermal ridge of digit,PMC8037722,ijerph-18-03627-g001,male,200,um
nephron,PMC8017203,fcell-09-650431-g005,male,200,um
nephron,PMC8017203,fcell-09-650431-g005,female,200,um
nephron,PMC8065035,41467_2021_22734_Fig4_HTML,male,50,um
nephron,PMC8065035,41467_2021_22734_Fig4_HTML,male,125,um
nephron,PMC8065035,41467_2021_22734_Fig4_HTML,male,100,um
nephron,PMC8065035,41467_2021_22734_Fig4_HTML,male,10,um
prostate glandular acinus,PMC8065035,41467_2021_22734_Fig4_HTML,male,50,um
prostate glandular acinus,PMC8065035,41467_2021_22734_Fig4_HTML,male,125,um
prostate glandular acinus,PMC8065035,41467_2021_22734_Fig4_HTML,male,100,um
prostate glandular acinus,PMC8065035,41467_2021_22734_Fig4_HTML,male,10,um
intestinal villus,PMC8066208,nutrients-13-01089-g012,female,30,um
crypt of Lieberkuhn of large intestine,PMC8066208,nutrients-13-01089-g012,female,30,um
white pulp of spleen,PMC8012387,41598_2021_86629_Fig2_HTML,female,200,um
white pulp of spleen,PMC8012387,41598_2021_86629_Fig2_HTML,female,200,um
white pulp of spleen,PMC8012387,41598_2021_86629_Fig2_HTML,female,200,um
red pulp of spleen,PMC8012387,41598_2021_86629_Fig2_HTML,female,200,um
red pulp of spleen,PMC8012387,41598_2021_86629_Fig2_HTML,female,200,um
red pulp of spleen,PMC8012387,41598_2021_86629_Fig2_HTML,female,200,um
crypt of Lieberkuhn of large intestine,PMC6974573,mBio.03105-19-f0006,male,100,um
crypt of Lieberkuhn of large intestine,PMC6974573,mBio.03105-19-f0006,male,100,um
intestinal villus,PMC6974573,mBio.03105-19-f0006,male,100,um
intestinal villus,PMC6974573,mBio.03105-19-f0006,male,100,um
alveolus of lung,PMC6941054,animals-09-01046-g007,female,100,um
nephron,PMC6941054,animals-09-01046-g007,female,100,um
alveolus of lung,PMC6941054,animals-09-01046-g007,male,100,um
nephron,PMC6941054,animals-09-01046-g007,male,100,um
red pulp of spleen,PMC6930368,ijbsv16p0181g003,female,50,um
islet of Langerhans,PMC6945441,13578_2019_367_Fig14_HTML,male,50,um
red pulp of spleen,PMC6945441,13578_2019_367_Fig14_HTML,male,50,um
islet of Langerhans,PMC6945441,13578_2019_367_Fig14_HTML,female,50,um
red pulp of spleen,PMC6945441,13578_2019_367_Fig14_HTML,female,50,um
liver lobule,PMC6975017,12890_2020_1054_Fig5_HTML,male,50,um
thymus lobule,PMC6975017,12890_2020_1054_Fig5_HTML,male,50,um
liver lobule,PMC6975017,12890_2020_1054_Fig5_HTML,female,50,um
thymus lobule,PMC6975017,12890_2020_1054_Fig5_HTML,female,50,um
white pulp of spleen,PMC6944849,JDI-11-28-g003,female,50,um
liver lobule,PMC6925824,CJGH2019-1085717.001,male,20,um
liver lobule,PMC6925824,CJGH2019-1085717.001,male,20,um
liver lobule,PMC6925824,CJGH2019-1085717.001,male,20,um
liver lobule,PMC6925824,CJGH2019-1085717.001,male,20,um
liver lobule,PMC6925824,CJGH2019-1085717.001,male,20,um
liver lobule,PMC6925824,CJGH2019-1085717.001,male,20,um
liver lobule,PMC6925824,CJGH2019-1085717.001,male,20,um
liver lobule,PMC6925824,CJGH2019-1085717.001,female,20,um
white pulp of spleen,PMC6963635,pathogens-08-00177-g005,male,100,um
nephron,PMC6963635,pathogens-08-00177-g005,male,100,um
red pulp of spleen,PMC6963635,pathogens-08-00177-g005,male,100,um
white pulp of spleen,PMC6963635,pathogens-08-00177-g005,female,100,um
nephron,PMC6963635,pathogens-08-00177-g005,female,100,um
red pulp of spleen,PMC6963635,pathogens-08-00177-g005,female,100,um
papillary layer of dermis,PMC6959339,41598_2019_56847_Fig2_HTML,male,50,um
prostate glandular acinus,PMC6959339,41598_2019_56847_Fig2_HTML,male,50,um
papillary layer of dermis,PMC6959339,41598_2019_56847_Fig2_HTML,female,50,um
prostate glandular acinus,PMC6959339,41598_2019_56847_Fig2_HTML,female,50,um
nephron,PMC6959244,41598_2019_57140_Fig1_HTML,female,50,um
nephron,PMC6959244,41598_2019_57140_Fig1_HTML,male,50,um
nephron,PMC6959244,41598_2019_57140_Fig1_HTML,male,50,um
descending limb of loop of Henle,PMC6925225,41467_2019_13854_Fig4_HTML,female,100,um
pancreatic acinus,PMC6930139,ABPID9-000003-040902_1-g002,male,500,um
pancreatic acinus,PMC6930139,ABPID9-000003-040902_1-g002,male,100,um
pancreatic acinus,PMC6930139,ABPID9-000003-040902_1-g002,female,500,um
pancreatic acinus,PMC6930139,ABPID9-000003-040902_1-g002,female,100,um
liver lobule,PMC6925824,CJGH2019-1085717.002,male,20,um
liver lobule,PMC6925824,CJGH2019-1085717.002,male,20,um
liver lobule,PMC6925824,CJGH2019-1085717.002,male,20,um
liver lobule,PMC6925824,CJGH2019-1085717.002,male,20,um
liver lobule,PMC6925824,CJGH2019-1085717.002,male,20,um
liver lobule,PMC6925824,CJGH2019-1085717.002,male,20,um
liver lobule,PMC6925824,CJGH2019-1085717.002,female,20,um
crypt of Lieberkuhn of large intestine,PMC4943973,441_2016_2393_Fig2_HTML,male,50,um
crypt of Lieberkuhn of large intestine,PMC4943973,441_2016_2393_Fig2_HTML,male,200,um
crypt of Lieberkuhn of large intestine,PMC4943973,441_2016_2393_Fig2_HTML,male,100,um
intestinal villus,PMC4943973,441_2016_2393_Fig2_HTML,male,50,um
intestinal villus,PMC4943973,441_2016_2393_Fig2_HTML,male,200,um
intestinal villus,PMC4943973,441_2016_2393_Fig2_HTML,male,100,um
crypt of Lieberkuhn of large intestine,PMC4943973,441_2016_2393_Fig2_HTML,male,50,um
crypt of Lieberkuhn of large intestine,PMC4943973,441_2016_2393_Fig2_HTML,male,200,um
crypt of Lieberkuhn of large intestine,PMC4943973,441_2016_2393_Fig2_HTML,male,100,um
intestinal villus,PMC4943973,441_2016_2393_Fig2_HTML,male,50,um
intestinal villus,PMC4943973,441_2016_2393_Fig2_HTML,male,200,um
intestinal villus,PMC4943973,441_2016_2393_Fig2_HTML,male,100,um
crypt of Lieberkuhn of large intestine,PMC4943973,441_2016_2393_Fig2_HTML,female,50,um
crypt of Lieberkuhn of large intestine,PMC4943973,441_2016_2393_Fig2_HTML,female,200,um
crypt of Lieberkuhn of large intestine,PMC4943973,441_2016_2393_Fig2_HTML,female,100,um
intestinal villus,PMC4943973,441_2016_2393_Fig2_HTML,female,50,um
intestinal villus,PMC4943973,441_2016_2393_Fig2_HTML,female,200,um
intestinal villus,PMC4943973,441_2016_2393_Fig2_HTML,female,100,um
nephron,PMC4935465,elife-14226-fig3-figsupp1,female,50,um
papillary layer of dermis,PMC4991377,oncotarget-07-19214-g001,female,100,um
papillary layer of dermis,PMC4991377,oncotarget-07-19214-g001,female,100,um
papillary layer of dermis,PMC4979667,JMOR-276-657-g006,female,115,um
red pulp of spleen,PMC4979667,JMOR-276-657-g006,female,393,um
red pulp of spleen,PMC4979667,JMOR-276-657-g006,female,351,um
red pulp of spleen,PMC4979667,JMOR-276-657-g006,female,182,um
white pulp of spleen,PMC4979667,JMOR-276-657-g006,female,75,um
white pulp of spleen,PMC4979667,JMOR-276-657-g006,female,393,um
white pulp of spleen,PMC4979667,JMOR-276-657-g006,female,351,um
white pulp of spleen,PMC4979667,JMOR-276-657-g006,female,182,um
red pulp of spleen,PMC4979667,JMOR-276-657-g006,female,115,um
red pulp of spleen,PMC4979667,JMOR-276-657-g006,female,75,um
papillary layer of dermis,PMC4979667,JMOR-276-657-g006,female,75,um
papillary layer of dermis,PMC4979667,JMOR-276-657-g006,female,393,um
papillary layer of dermis,PMC4979667,JMOR-276-657-g006,female,351,um
papillary layer of dermis,PMC4979667,JMOR-276-657-g006,female,182,um
white pulp of spleen,PMC4979667,JMOR-276-657-g006,female,115,um
