ftu,pmcid,graphic,sex_tag,value,unit
islet of Langerhans,PMC7969620,41419_2021_3561_Fig1_HTML,female,200,um
pancreatic acinus,PMC7969620,41419_2021_3561_Fig1_HTML,female,200,um
islet of Langerhans,PMC7969620,41419_2021_3561_Fig1_HTML,female,200,um
pancreatic acinus,PMC7969620,41419_2021_3561_Fig1_HTML,female,200,um
islet of Langerhans,PMC7969620,41419_2021_3561_Fig1_HTML,female,200,um
pancreatic acinus,PMC7969620,41419_2021_3561_Fig1_HTML,female,200,um
crypt of Lieberkuhn of large intestine,PMC7999896,animals-11-00809-g001,male,50,um
crypt of Lieberkuhn of large intestine,PMC7999896,animals-11-00809-g001,male,100,um
intestinal villus,PMC7999896,animals-11-00809-g001,male,50,um
intestinal villus,PMC7999896,animals-11-00809-g001,male,100,um
red pulp of spleen,PMC7999896,animals-11-00809-g001,male,50,um
red pulp of spleen,PMC7999896,animals-11-00809-g001,male,100,um
crypt of Lieberkuhn of large intestine,PMC7999896,animals-11-00809-g001,female,50,um
crypt of Lieberkuhn of large intestine,PMC7999896,animals-11-00809-g001,female,100,um
intestinal villus,PMC7999896,animals-11-00809-g001,female,50,um
intestinal villus,PMC7999896,animals-11-00809-g001,female,100,um
red pulp of spleen,PMC7999896,animals-11-00809-g001,female,50,um
red pulp of spleen,PMC7999896,animals-11-00809-g001,female,100,um
descending limb of loop of Henle,PMC7539331,EMMM-12-e12013-g003,male,400,um
white pulp of spleen,PMC7539331,EMMM-12-e12013-g003,male,400,um
red pulp of spleen,PMC7539331,EMMM-12-e12013-g003,male,400,um
papillary layer of dermis,PMC7992814,12917_2021_2807_Fig6_HTML,female,2,um
papillary layer of dermis,PMC7992814,12917_2021_2807_Fig6_HTML,female,1,um
papillary layer of dermis,PMC7992814,12917_2021_2807_Fig6_HTML,female,1,um
papillary layer of dermis,PMC7484787,41598_2020_71901_Fig6_HTML,male,10,um
papillary layer of dermis,PMC7975696,ijbsv17p0897g002,male,50,um
papillary layer of dermis,PMC7975696,ijbsv17p0897g002,male,50,um
papillary layer of dermis,PMC7975696,ijbsv17p0897g002,male,50,um
papillary layer of dermis,PMC7975696,ijbsv17p0897g002,male,50,um
papillary layer of dermis,PMC7975696,ijbsv17p0897g002,male,200,um
papillary layer of dermis,PMC7975696,ijbsv17p0897g002,male,200,um
papillary layer of dermis,PMC7975696,ijbsv17p0897g002,male,200,um
papillary layer of dermis,PMC7975696,ijbsv17p0897g002,male,200,um
papillary layer of dermis,PMC7975696,ijbsv17p0897g002,female,50,um
papillary layer of dermis,PMC7975696,ijbsv17p0897g002,female,50,um
papillary layer of dermis,PMC7975696,ijbsv17p0897g002,female,50,um
papillary layer of dermis,PMC7975696,ijbsv17p0897g002,female,50,um
papillary layer of dermis,PMC7975696,ijbsv17p0897g002,female,200,um
papillary layer of dermis,PMC7975696,ijbsv17p0897g002,female,200,um
papillary layer of dermis,PMC7975696,ijbsv17p0897g002,female,200,um
papillary layer of dermis,PMC7975696,ijbsv17p0897g002,female,200,um
intestinal villus,PMC9660731,gr1,male,200,um
crypt of Lieberkuhn of large intestine,PMC9660731,gr1,male,200,um
intestinal villus,PMC9660731,gr1,female,200,um
crypt of Lieberkuhn of large intestine,PMC9660731,gr1,female,200,um
intestinal villus,PMC9687044,animals-12-03206-g005,male,50,um
intestinal villus,PMC9687044,animals-12-03206-g005,male,100,um
white pulp of spleen,PMC9687044,animals-12-03206-g005,male,50,um
white pulp of spleen,PMC9687044,animals-12-03206-g005,male,100,um
red pulp of spleen,PMC9687044,animals-12-03206-g005,male,50,um
red pulp of spleen,PMC9687044,animals-12-03206-g005,male,100,um
intestinal villus,PMC9687044,animals-12-03206-g005,female,50,um
intestinal villus,PMC9687044,animals-12-03206-g005,female,100,um
white pulp of spleen,PMC9687044,animals-12-03206-g005,female,50,um
white pulp of spleen,PMC9687044,animals-12-03206-g005,female,100,um
red pulp of spleen,PMC9687044,animals-12-03206-g005,female,50,um
red pulp of spleen,PMC9687044,animals-12-03206-g005,female,100,um
intestinal villus,PMC9687044,animals-12-03206-g005,male,50,um
intestinal villus,PMC9687044,animals-12-03206-g005,male,100,um
white pulp of spleen,PMC9687044,animals-12-03206-g005,male,50,um
white pulp of spleen,PMC9687044,animals-12-03206-g005,male,100,um
red pulp of spleen,PMC9687044,animals-12-03206-g005,male,50,um
red pulp of spleen,PMC9687044,animals-12-03206-g005,male,100,um
intestinal villus,PMC9687044,animals-12-03206-g005,female,50,um
intestinal villus,PMC9687044,animals-12-03206-g005,female,100,um
white pulp of spleen,PMC9687044,animals-12-03206-g005,female,50,um
white pulp of spleen,PMC9687044,animals-12-03206-g005,female,100,um
red pulp of spleen,PMC9687044,animals-12-03206-g005,female,50,um
red pulp of spleen,PMC9687044,animals-12-03206-g005,female,100,um
papillary layer of dermis,PMC6425411,JOBE2019-8747461.001,female,200,um
papillary layer of dermis,PMC6425411,JOBE2019-8747461.001,female,200,um
papillary layer of dermis,PMC6425411,JOBE2019-8747461.001,female,200,um
papillary layer of dermis,PMC6425411,JOBE2019-8747461.001,female,200,um
epidermal ridge of digit,PMC6423271,41598_2019_41400_Fig1_HTML,male,2,um
nephron,PMC6461585,gr3,male,50,um
thick ascending limb of loop of Henle,PMC6461585,gr3,male,50,um
nephron,PMC6461585,gr3,female,50,um
thick ascending limb of loop of Henle,PMC6461585,gr3,female,50,um
crypt of Lieberkuhn of large intestine,PMC6446732,BDR2-110-443-g002,male,100,um
nephron,PMC6446732,BDR2-110-443-g002,male,50,um
nephron,PMC6446732,BDR2-110-443-g002,male,50,um
nephron,PMC6446732,BDR2-110-443-g002,male,200,um
nephron,PMC6446732,BDR2-110-443-g002,male,200,um
nephron,PMC6446732,BDR2-110-443-g002,male,20,um
nephron,PMC6446732,BDR2-110-443-g002,male,20,um
nephron,PMC6446732,BDR2-110-443-g002,male,100,um
red pulp of spleen,PMC6446732,BDR2-110-443-g002,male,200,um
red pulp of spleen,PMC6446732,BDR2-110-443-g002,male,200,um
red pulp of spleen,PMC6446732,BDR2-110-443-g002,male,20,um
red pulp of spleen,PMC6446732,BDR2-110-443-g002,male,20,um
red pulp of spleen,PMC6446732,BDR2-110-443-g002,male,100,um
nephron,PMC6446732,BDR2-110-443-g002,male,100,um
nephron,PMC6446732,BDR2-110-443-g002,male,100,um
white pulp of spleen,PMC6446732,BDR2-110-443-g002,male,20,um
white pulp of spleen,PMC6446732,BDR2-110-443-g002,male,20,um
white pulp of spleen,PMC6446732,BDR2-110-443-g002,male,100,um
red pulp of spleen,PMC6446732,BDR2-110-443-g002,male,100,um
red pulp of spleen,PMC6446732,BDR2-110-443-g002,male,100,um
red pulp of spleen,PMC6446732,BDR2-110-443-g002,male,50,um
red pulp of spleen,PMC6446732,BDR2-110-443-g002,male,50,um
crypt of Lieberkuhn of large intestine,PMC6446732,BDR2-110-443-g002,male,100,um
white pulp of spleen,PMC6446732,BDR2-110-443-g002,male,100,um
white pulp of spleen,PMC6446732,BDR2-110-443-g002,male,100,um
white pulp of spleen,PMC6446732,BDR2-110-443-g002,male,50,um
white pulp of spleen,PMC6446732,BDR2-110-443-g002,male,50,um
white pulp of spleen,PMC6446732,BDR2-110-443-g002,male,200,um
white pulp of spleen,PMC6446732,BDR2-110-443-g002,male,200,um
crypt of Lieberkuhn of large intestine,PMC6446732,BDR2-110-443-g002,male,100,um
crypt of Lieberkuhn of large intestine,PMC6446732,BDR2-110-443-g002,male,50,um
crypt of Lieberkuhn of large intestine,PMC6446732,BDR2-110-443-g002,male,50,um
crypt of Lieberkuhn of large intestine,PMC6446732,BDR2-110-443-g002,male,200,um
crypt of Lieberkuhn of large intestine,PMC6446732,BDR2-110-443-g002,male,200,um
crypt of Lieberkuhn of large intestine,PMC6446732,BDR2-110-443-g002,male,20,um
crypt of Lieberkuhn of large intestine,PMC6446732,BDR2-110-443-g002,male,20,um
crypt of Lieberkuhn of large intestine,PMC6446732,BDR2-110-443-g002,female,100,um
nephron,PMC6446732,BDR2-110-443-g002,female,50,um
nephron,PMC6446732,BDR2-110-443-g002,female,50,um
nephron,PMC6446732,BDR2-110-443-g002,female,200,um
nephron,PMC6446732,BDR2-110-443-g002,female,200,um
nephron,PMC6446732,BDR2-110-443-g002,female,20,um
nephron,PMC6446732,BDR2-110-443-g002,female,20,um
nephron,PMC6446732,BDR2-110-443-g002,female,100,um
red pulp of spleen,PMC6446732,BDR2-110-443-g002,female,200,um
red pulp of spleen,PMC6446732,BDR2-110-443-g002,female,200,um
red pulp of spleen,PMC6446732,BDR2-110-443-g002,female,20,um
red pulp of spleen,PMC6446732,BDR2-110-443-g002,female,20,um
red pulp of spleen,PMC6446732,BDR2-110-443-g002,female,100,um
nephron,PMC6446732,BDR2-110-443-g002,female,100,um
nephron,PMC6446732,BDR2-110-443-g002,female,100,um
white pulp of spleen,PMC6446732,BDR2-110-443-g002,female,20,um
white pulp of spleen,PMC6446732,BDR2-110-443-g002,female,20,um
white pulp of spleen,PMC6446732,BDR2-110-443-g002,female,100,um
red pulp of spleen,PMC6446732,BDR2-110-443-g002,female,100,um
red pulp of spleen,PMC6446732,BDR2-110-443-g002,female,100,um
red pulp of spleen,PMC6446732,BDR2-110-443-g002,female,50,um
red pulp of spleen,PMC6446732,BDR2-110-443-g002,female,50,um
crypt of Lieberkuhn of large intestine,PMC6446732,BDR2-110-443-g002,female,100,um
white pulp of spleen,PMC6446732,BDR2-110-443-g002,female,100,um
white pulp of spleen,PMC6446732,BDR2-110-443-g002,female,100,um
white pulp of spleen,PMC6446732,BDR2-110-443-g002,female,50,um
white pulp of spleen,PMC6446732,BDR2-110-443-g002,female,50,um
white pulp of spleen,PMC6446732,BDR2-110-443-g002,female,200,um
white pulp of spleen,PMC6446732,BDR2-110-443-g002,female,200,um
crypt of Lieberkuhn of large intestine,PMC6446732,BDR2-110-443-g002,female,100,um
crypt of Lieberkuhn of large intestine,PMC6446732,BDR2-110-443-g002,female,50,um
crypt of Lieberkuhn of large intestine,PMC6446732,BDR2-110-443-g002,female,50,um
crypt of Lieberkuhn of large intestine,PMC6446732,BDR2-110-443-g002,female,200,um
crypt of Lieberkuhn of large intestine,PMC6446732,BDR2-110-443-g002,female,200,um
crypt of Lieberkuhn of large intestine,PMC6446732,BDR2-110-443-g002,female,20,um
crypt of Lieberkuhn of large intestine,PMC6446732,BDR2-110-443-g002,female,20,um
intestinal villus,PMC6448134,pey561fig3,male,50,um
intestinal villus,PMC6448134,pey561fig3,female,50,um
intestinal villus,PMC6448134,pey561fig3,female,50,um
papillary layer of dermis,PMC6410289,genes-10-00127-g002,male,100,um
papillary layer of dermis,PMC6410289,genes-10-00127-g002,female,100,um
nephron,PMC5982023,ijerph-15-00984-g002,female,100,um
prostate glandular acinus,PMC11427134,REP-24-0239fig1,male,250,um
prostate glandular acinus,PMC11427134,REP-24-0239fig1,male,100,um
prostate glandular acinus,PMC11427134,REP-24-0239fig1,male,100,um
prostate glandular acinus,PMC11427134,REP-24-0239fig1,male,100,um
prostate glandular acinus,PMC11427134,REP-24-0239fig1,female,250,um
prostate glandular acinus,PMC11427134,REP-24-0239fig1,female,100,um
prostate glandular acinus,PMC11427134,REP-24-0239fig1,female,100,um
prostate glandular acinus,PMC11427134,REP-24-0239fig1,female,100,um
nephron,PMC5982023,ijerph-15-00984-g005,male,100,um
nephron,PMC5982023,ijerph-15-00984-g005,female,100,um
pancreatic acinus,PMC11457849,jciinsight-9-180114-g076,female,50,um
pancreatic acinus,PMC11457849,jciinsight-9-180114-g076,female,25,um
alveolus of lung,PMC5978844,10911_2018_9395_Fig4_HTML,female,50,um
papillary layer of dermis,PMC5978844,10911_2018_9395_Fig4_HTML,female,50,um
intestinal villus,PMC11461295,fphys-15-1462018-g001,male,500,um
intestinal villus,PMC11461295,fphys-15-1462018-g001,female,500,um
papillary layer of dermis,PMC11466047,nihms-2026361-f0003,male,8,um
papillary layer of dermis,PMC11466047,nihms-2026361-f0003,female,8,um
nephron,PMC11445051,fendo-15-1410433-g001,male,50,um
intestinal villus,PMC11424096,elife-98238-fig4,female,100,um
intestinal villus,PMC11424096,elife-98238-fig4,female,10,um
crypt of Lieberkuhn of large intestine,PMC11424096,elife-98238-fig4,female,100,um
crypt of Lieberkuhn of large intestine,PMC11424096,elife-98238-fig4,female,10,um
intestinal villus,PMC11424096,elife-98238-fig4,male,100,um
intestinal villus,PMC11424096,elife-98238-fig4,male,10,um
crypt of Lieberkuhn of large intestine,PMC11424096,elife-98238-fig4,male,100,um
crypt of Lieberkuhn of large intestine,PMC11424096,elife-98238-fig4,male,10,um
white pulp of spleen,PMC5970247,41467_2018_4408_Fig3_HTML,male,500,um
red pulp of spleen,PMC5970247,41467_2018_4408_Fig3_HTML,male,500,um
white pulp of spleen,PMC5970247,41467_2018_4408_Fig3_HTML,male,500,um
red pulp of spleen,PMC5970247,41467_2018_4408_Fig3_HTML,male,500,um
epidermal ridge of digit,PMC3273471,pone.0031641.g004,male,5,um
papillary layer of dermis,PMC3273471,pone.0031641.g004,male,5,um
epidermal ridge of digit,PMC3273471,pone.0031641.g004,female,5,um
papillary layer of dermis,PMC3273471,pone.0031641.g004,female,5,um
papillary layer of dermis,PMC3335492,ARI2011-623186.002,female,110,um
papillary layer of dermis,PMC3335492,ARI2011-623186.002,female,110,um
white pulp of spleen,PMC3362940,569f2,female,500,um
white pulp of spleen,PMC3362940,569f2,female,50,um
white pulp of spleen,PMC3362940,569f2,female,1000,um
red pulp of spleen,PMC3362940,569f2,female,500,um
red pulp of spleen,PMC3362940,569f2,female,50,um
red pulp of spleen,PMC3362940,569f2,female,1000,um
epidermal ridge of digit,PMC8307126,nanomaterials-11-01722-g008,male,50,um
epidermal ridge of digit,PMC8307126,nanomaterials-11-01722-g008,male,1,um
epidermal ridge of digit,PMC8307126,nanomaterials-11-01722-g008,male,1,um
epidermal ridge of digit,PMC8307126,nanomaterials-11-01722-g008,male,0.5,um
epidermal ridge of digit,PMC8307126,nanomaterials-11-01722-g008,male,0.5,um
epidermal ridge of digit,PMC8307126,nanomaterials-11-01722-g008,female,50,um
epidermal ridge of digit,PMC8307126,nanomaterials-11-01722-g008,female,1,um
epidermal ridge of digit,PMC8307126,nanomaterials-11-01722-g008,female,1,um
epidermal ridge of digit,PMC8307126,nanomaterials-11-01722-g008,female,0.5,um
epidermal ridge of digit,PMC8307126,nanomaterials-11-01722-g008,female,0.5,um
intestinal villus,PMC4432313,srep10054-f1,male,10,um
intestinal villus,PMC4432313,srep10054-f1,male,50,um
intestinal villus,PMC4432313,srep10054-f1,male,50,um
intestinal villus,PMC4432313,srep10054-f1,male,10,um
intestinal villus,PMC4432313,srep10054-f1,female,10,um
intestinal villus,PMC4432313,srep10054-f1,female,50,um
intestinal villus,PMC4432313,srep10054-f1,female,50,um
intestinal villus,PMC4432313,srep10054-f1,female,10,um
intestinal villus,PMC4432313,srep10054-f5,female,50,um
intestinal villus,PMC4432313,srep10054-f5,female,100,um
intestinal villus,PMC4432313,srep10054-f5,female,10,um
red pulp of spleen,PMC7178710,materials-13-01692-g004,male,100,um
red pulp of spleen,PMC7178710,materials-13-01692-g004,female,100,um
nephron,PMC7141314,jcm-09-00827-g001,male,400,um
nephron,PMC7141314,jcm-09-00827-g001,male,400,um
nephron,PMC7141314,jcm-09-00827-g001,male,400,um
nephron,PMC7141314,jcm-09-00827-g001,male,400,um
nephron,PMC7141314,jcm-09-00827-g001,female,400,um
nephron,PMC7141314,jcm-09-00827-g001,female,400,um
intestinal villus,PMC3219641,pone.0026898.g002,male,200,um
intestinal villus,PMC3219641,pone.0026898.g002,male,200,um
intestinal villus,PMC3219641,pone.0026898.g002,male,100,um
intestinal villus,PMC3219641,pone.0026898.g002,male,100,um
intestinal villus,PMC3219641,pone.0026898.g002,male,100,um
nephron,PMC3052385,pone.0017838.g002,male,10,um
nephron,PMC3052385,pone.0017838.g002,female,10,um
pancreatic acinus,PMC3124475,pone.0020707.g004,male,5,um
pancreatic acinus,PMC3124475,pone.0020707.g004,female,5,um
prostate glandular acinus,PMC3050854,1471-2407-11-77-5,male,50,um
prostate glandular acinus,PMC3050854,1471-2407-11-77-5,male,100,um
red pulp of spleen,PMC3126732,1741-7015-9-68-3,male,100,um
red pulp of spleen,PMC3126732,1741-7015-9-68-1,male,100,um
intestinal villus,PMC6032771,12967_2018_1556_Fig2_HTML,female,20,um
intestinal villus,PMC6032771,12967_2018_1556_Fig2_HTML,female,20,um
intestinal villus,PMC6032771,12967_2018_1556_Fig2_HTML,female,20,um
intestinal villus,PMC6032771,12967_2018_1556_Fig2_HTML,female,20,um
red pulp of spleen,PMC5998545,13287_2018_899_Fig1_HTML,female,50,um
red pulp of spleen,PMC5998545,13287_2018_899_Fig1_HTML,female,50,um
epidermal ridge of digit,PMC9749150,13071_2022_5590_Fig5_HTML,female,1,um
crypt of Lieberkuhn of large intestine,PMC5850744,dmw044f03,female,50,um
crypt of Lieberkuhn of large intestine,PMC5850744,dmw044f02,female,10,um
red pulp of spleen,PMC5836425,IJCB2018-6853189.003,female,100,um
red pulp of spleen,PMC5836425,IJCB2018-6853189.003,female,100,um
intestinal villus,PMC5837767,oncotarget-09-11503-g003,female,100,um
intestinal villus,PMC5837767,oncotarget-09-11503-g003,female,100,um
papillary layer of dermis,PMC5869055,gr3,female,200,um
papillary layer of dermis,PMC5869055,gr3,female,200,um
papillary layer of dermis,PMC5869055,gr3,female,200,um
papillary layer of dermis,PMC5869055,gr3,female,200,um
papillary layer of dermis,PMC5869055,gr3,female,200,um
papillary layer of dermis,PMC5869055,gr3,female,200,um
islet of Langerhans,PMC5855636,ijms-19-00414-g001,male,20,um
crypt of Lieberkuhn of large intestine,PMC5855636,ijms-19-00414-g001,male,20,um
islet of Langerhans,PMC5855636,ijms-19-00414-g001,female,20,um
crypt of Lieberkuhn of large intestine,PMC5855636,ijms-19-00414-g001,female,20,um
intestinal villus,PMC5833108,12958_2018_333_Fig1_HTML,male,200,um
intestinal villus,PMC5833108,12958_2018_333_Fig1_HTML,female,200,um
prostate glandular acinus,PMC5882308,oncotarget-09-15931-g002,female,100,um
prostate glandular acinus,PMC5882308,oncotarget-09-15931-g002,female,100,um
prostate glandular acinus,PMC5882308,oncotarget-09-15931-g002,female,100,um
prostate glandular acinus,PMC5882308,oncotarget-09-15931-g002,female,100,um
prostate glandular acinus,PMC5882308,oncotarget-09-15931-g002,female,100,um
prostate glandular acinus,PMC5882308,oncotarget-09-15931-g002,female,100,um
prostate glandular acinus,PMC5882308,oncotarget-09-15931-g002,female,100,um
prostate glandular acinus,PMC5882308,oncotarget-09-15931-g002,female,100,um
epidermal ridge of digit,PMC8037722,ijerph-18-03627-g001,male,200,um
epidermal ridge of digit,PMC8037722,ijerph-18-03627-g001,male,200,um
epidermal ridge of digit,PMC8037722,ijerph-18-03627-g001,male,200,um
epidermal ridge of digit,PMC8037722,ijerph-18-03627-g001,male,200,um
epidermal ridge of digit,PMC8037722,ijerph-18-03627-g001,male,200,um
epidermal ridge of digit,PMC8037722,ijerph-18-03627-g001,male,200,um
epidermal ridge of digit,PMC8037722,ijerph-18-03627-g001,male,200,um
epidermal ridge of digit,PMC8037722,ijerph-18-03627-g001,male,200,um
nephron,PMC8017203,fcell-09-650431-g005,male,200,um
nephron,PMC8017203,fcell-09-650431-g005,female,200,um
nephron,PMC8065035,41467_2021_22734_Fig4_HTML,male,50,um
nephron,PMC8065035,41467_2021_22734_Fig4_HTML,male,125,um
nephron,PMC8065035,41467_2021_22734_Fig4_HTML,male,100,um
nephron,PMC8065035,41467_2021_22734_Fig4_HTML,male,10,um
prostate glandular acinus,PMC8065035,41467_2021_22734_Fig4_HTML,male,50,um
prostate glandular acinus,PMC8065035,41467_2021_22734_Fig4_HTML,male,125,um
prostate glandular acinus,PMC8065035,41467_2021_22734_Fig4_HTML,male,100,um
prostate glandular acinus,PMC8065035,41467_2021_22734_Fig4_HTML,male,10,um
intestinal villus,PMC8066208,nutrients-13-01089-g012,female,30,um
crypt of Lieberkuhn of large intestine,PMC8066208,nutrients-13-01089-g012,female,30,um
white pulp of spleen,PMC8012387,41598_2021_86629_Fig2_HTML,female,200,um
white pulp of spleen,PMC8012387,41598_2021_86629_Fig2_HTML,female,200,um
white pulp of spleen,PMC8012387,41598_2021_86629_Fig2_HTML,female,200,um
red pulp of spleen,PMC8012387,41598_2021_86629_Fig2_HTML,female,200,um
red pulp of spleen,PMC8012387,41598_2021_86629_Fig2_HTML,female,200,um
red pulp of spleen,PMC8012387,41598_2021_86629_Fig2_HTML,female,200,um
alveolus of lung,PMC6941054,animals-09-01046-g007,female,100,um
nephron,PMC6941054,animals-09-01046-g007,female,100,um
alveolus of lung,PMC6941054,animals-09-01046-g007,male,100,um
nephron,PMC6941054,animals-09-01046-g007,male,100,um
red pulp of spleen,PMC6930368,ijbsv16p0181g003,female,50,um
islet of Langerhans,PMC6945441,13578_2019_367_Fig14_HTML,male,50,um
red pulp of spleen,PMC6945441,13578_2019_367_Fig14_HTML,male,50,um
islet of Langerhans,PMC6945441,13578_2019_367_Fig14_HTML,female,50,um
red pulp of spleen,PMC6945441,13578_2019_367_Fig14_HTML,female,50,um
liver lobule,PMC6975017,12890_2020_1054_Fig5_HTML,male,50,um
thymus lobule,PMC6975017,12890_2020_1054_Fig5_HTML,male,50,um
liver lobule,PMC6975017,12890_2020_1054_Fig5_HTML,female,50,um
thymus lobule,PMC6975017,12890_2020_1054_Fig5_HTML,female,50,um
white pulp of spleen,PMC6944849,JDI-11-28-g003,female,50,um
papillary layer of dermis,PMC6959339,41598_2019_56847_Fig2_HTML,male,50,um
prostate glandular acinus,PMC6959339,41598_2019_56847_Fig2_HTML,male,50,um
papillary layer of dermis,PMC6959339,41598_2019_56847_Fig2_HTML,female,50,um
prostate glandular acinus,PMC6959339,41598_2019_56847_Fig2_HTML,female,50,um
nephron,PMC6959244,41598_2019_57140_Fig1_HTML,female,50,um
nephron,PMC6959244,41598_2019_57140_Fig1_HTML,male,50,um
nephron,PMC6959244,41598_2019_57140_Fig1_HTML,male,50,um
crypt of Lieberkuhn of large intestine,PMC4943973,441_2016_2393_Fig2_HTML,male,50,um
crypt of Lieberkuhn of large intestine,PMC4943973,441_2016_2393_Fig2_HTML,male,200,um
crypt of Lieberkuhn of large intestine,PMC4943973,441_2016_2393_Fig2_HTML,male,100,um
intestinal villus,PMC4943973,441_2016_2393_Fig2_HTML,male,50,um
intestinal villus,PMC4943973,441_2016_2393_Fig2_HTML,male,200,um
intestinal villus,PMC4943973,441_2016_2393_Fig2_HTML,male,100,um
crypt of Lieberkuhn of large intestine,PMC4943973,441_2016_2393_Fig2_HTML,male,50,um
crypt of Lieberkuhn of large intestine,PMC4943973,441_2016_2393_Fig2_HTML,male,200,um
crypt of Lieberkuhn of large intestine,PMC4943973,441_2016_2393_Fig2_HTML,male,100,um
intestinal villus,PMC4943973,441_2016_2393_Fig2_HTML,male,50,um
intestinal villus,PMC4943973,441_2016_2393_Fig2_HTML,male,200,um
intestinal villus,PMC4943973,441_2016_2393_Fig2_HTML,male,100,um
crypt of Lieberkuhn of large intestine,PMC4943973,441_2016_2393_Fig2_HTML,female,50,um
crypt of Lieberkuhn of large intestine,PMC4943973,441_2016_2393_Fig2_HTML,female,200,um
crypt of Lieberkuhn of large intestine,PMC4943973,441_2016_2393_Fig2_HTML,female,100,um
intestinal villus,PMC4943973,441_2016_2393_Fig2_HTML,female,50,um
intestinal villus,PMC4943973,441_2016_2393_Fig2_HTML,female,200,um
intestinal villus,PMC4943973,441_2016_2393_Fig2_HTML,female,100,um
papillary layer of dermis,PMC4991377,oncotarget-07-19214-g001,female,100,um
papillary layer of dermis,PMC4991377,oncotarget-07-19214-g001,female,100,um
papillary layer of dermis,PMC5048131,srep34690-f4,female,50,um
papillary layer of dermis,PMC5048131,srep34690-f4,female,100,um
papillary layer of dermis,PMC5048131,srep34690-f4,female,100,um
papillary layer of dermis,PMC5048131,srep34690-f4,female,50,um
papillary layer of dermis,PMC5048131,srep34690-f4,female,100,um
papillary layer of dermis,PMC5048131,srep34690-f4,female,100,um
papillary layer of dermis,PMC5048131,srep34690-f4,female,50,um
papillary layer of dermis,PMC5048131,srep34690-f4,female,100,um
papillary layer of dermis,PMC5048131,srep34690-f4,female,100,um
papillary layer of dermis,PMC5048131,srep34690-f4,male,50,um
papillary layer of dermis,PMC5048131,srep34690-f4,male,100,um
papillary layer of dermis,PMC5048131,srep34690-f4,male,100,um
crypt of Lieberkuhn of large intestine,PMC4990927,srep31452-f1,male,100,um
crypt of Lieberkuhn of large intestine,PMC4990927,srep31452-f1,male,100,um
crypt of Lieberkuhn of large intestine,PMC4990927,srep31452-f1,male,100,um
crypt of Lieberkuhn of large intestine,PMC4990927,srep31452-f1,male,100,um
white pulp of spleen,PMC4618923,pone.0141246.g001,male,100,um
white pulp of spleen,PMC4618923,pone.0141246.g001,male,100,um
red pulp of spleen,PMC4618923,pone.0141246.g001,male,100,um
red pulp of spleen,PMC4618923,pone.0141246.g001,male,100,um
crypt of Lieberkuhn of large intestine,PMC4602093,fncel-09-00412-g0002,male,4,um
crypt of Lieberkuhn of large intestine,PMC4602093,fncel-09-00412-g0002,female,4,um
islet of Langerhans,PMC4685107,BMRI2015-951081.002,female,400,um
pancreatic acinus,PMC4685107,BMRI2015-951081.002,female,400,um
islet of Langerhans,PMC4685107,BMRI2015-951081.002,female,400,um
pancreatic acinus,PMC4685107,BMRI2015-951081.002,female,400,um
intestinal villus,PMC2621195,1471-213X-8-107-8,female,100,um
liver lobule,PMC2621195,1471-213X-8-107-8,female,100,um
nephron,PMC2361212,94-6602987f1,male,50,um
nephron,PMC2361212,94-6602987f1,female,50,um
papillary layer of dermis,PMC2528153,6604546f2,male,50,um
crypt of Lieberkuhn of large intestine,PMC2528153,6604546f2,male,50,um
epidermal ridge of digit,PMC2528153,6604546f2,male,50,um
intestinal villus,PMC2621195,1471-213X-8-107-7,female,100,um
liver lobule,PMC2621195,1471-213X-8-107-7,female,100,um
intestinal villus,PMC2621195,1471-213X-8-107-7,male,100,um
liver lobule,PMC2621195,1471-213X-8-107-7,male,100,um
intestinal villus,PMC2621195,1471-213X-8-107-7,male,100,um
liver lobule,PMC2621195,1471-213X-8-107-7,male,100,um
intestinal villus,PMC2621195,1471-213X-8-107-7,male,100,um
liver lobule,PMC2621195,1471-213X-8-107-7,male,100,um
intestinal villus,PMC2621195,1471-213X-8-107-7,female,100,um
liver lobule,PMC2621195,1471-213X-8-107-7,female,100,um
prostate glandular acinus,PMC8292509,41420_2021_566_Fig1_HTML,female,50,um
prostate glandular acinus,PMC5811018,pone.0192632.g002,male,100,um
papillary layer of dermis,PMC11494683,JEX2-3-e70008-g004,male,3,um
papillary layer of dermis,PMC11494683,JEX2-3-e70008-g004,male,1,um
papillary layer of dermis,PMC11494683,JEX2-3-e70008-g004,female,3,um
papillary layer of dermis,PMC11494683,JEX2-3-e70008-g004,female,1,um
nephron,PMC11489470,gr3,male,75,um
papillary layer of dermis,PMC11489470,gr3,male,75,um
nephron,PMC11489470,gr3,female,75,um
papillary layer of dermis,PMC11489470,gr3,female,75,um
crypt of Lieberkuhn of large intestine,PMC5799345,41598_2018_20731_Fig4_HTML,male,50,um
crypt of Lieberkuhn of large intestine,PMC5799345,41598_2018_20731_Fig4_HTML,male,50,um
nephron,PMC5799345,41598_2018_20731_Fig4_HTML,male,50,um
nephron,PMC5799345,41598_2018_20731_Fig4_HTML,male,50,um
nephron,PMC7882947,JCMM-25-2040-g005,male,50,um
red pulp of spleen,PMC7862743,fvets-07-583369-g0003,female,100,um
red pulp of spleen,PMC7862743,fvets-07-583369-g0003,female,100,um
red pulp of spleen,PMC7862743,fvets-07-583369-g0003,female,10,um
