"ftu","pmcid","graphic","value_new","standard_unit"
"epidermal ridge of digit","PMC9231364","am2c06679_0004","100","um"
"epidermal ridge of digit","PMC9231364","am2c06679_0004","100","um"
"papillary layer of dermis","PMC9314411","41419_2022_5106_Fig2_HTML","50","um"
"nephron","PMC9332684","pharmaceuticals-15-00914-g006","50","um"
"nephron","PMC9332684","pharmaceuticals-15-00914-g006","50","um"
"epidermal ridge of digit","PMC9221298","biomolecules-12-00801-g006","200","um"
"papillary layer of dermis","PMC9251049","CPR-55-e13271-g004","50","um"
"white pulp of spleen","PMC9355878","41590_2022_1257_Fig8_ESM","500","um"
"white pulp of spleen","PMC9355878","41590_2022_1257_Fig8_ESM","2","um"
"red pulp of spleen","PMC9355878","41590_2022_1257_Fig8_ESM","500","um"
"red pulp of spleen","PMC9355878","41590_2022_1257_Fig8_ESM","2","um"
"crypt of Lieberkuhn of large intestine","PMC9356964","11356_2022_19156_Fig5_HTML","100","um"
"intestinal villus","PMC9356964","11356_2022_19156_Fig5_HTML","100","um"
"nephron","PMC9356964","11356_2022_19156_Fig5_HTML","100","um"
"liver lobule","PMC9356964","11356_2022_19156_Fig5_HTML","100","um"
"islet of Langerhans","PMC9219464","animals-12-01565-g005","100","um"
"islet of Langerhans","PMC9219464","animals-12-01565-g005","500","um"
"islet of Langerhans","PMC9219464","animals-12-01565-g005","50","um"
"islet of Langerhans","PMC9219464","animals-12-01565-g005","200","um"
"intestinal villus","PMC9219464","animals-12-01565-g005","100","um"
"intestinal villus","PMC9219464","animals-12-01565-g005","500","um"
"intestinal villus","PMC9219464","animals-12-01565-g005","50","um"
"intestinal villus","PMC9219464","animals-12-01565-g005","200","um"
"intercalated duct of pancreas","PMC9219464","animals-12-01565-g005","100","um"
"intercalated duct of pancreas","PMC9219464","animals-12-01565-g005","500","um"
"intercalated duct of pancreas","PMC9219464","animals-12-01565-g005","50","um"
"intercalated duct of pancreas","PMC9219464","animals-12-01565-g005","200","um"
"crypt of Lieberkuhn of large intestine","PMC9219464","animals-12-01565-g005","100","um"
"crypt of Lieberkuhn of large intestine","PMC9219464","animals-12-01565-g005","500","um"
"crypt of Lieberkuhn of large intestine","PMC9219464","animals-12-01565-g005","50","um"
"crypt of Lieberkuhn of large intestine","PMC9219464","animals-12-01565-g005","200","um"
"pancreatic acinus","PMC9219464","animals-12-01565-g005","100","um"
"pancreatic acinus","PMC9219464","animals-12-01565-g005","500","um"
"pancreatic acinus","PMC9219464","animals-12-01565-g005","50","um"
"pancreatic acinus","PMC9219464","animals-12-01565-g005","200","um"
"intestinal villus","PMC9240629","fimmu-13-863657-g005","2","um"
"white pulp of spleen","PMC9361272","41467_2022_32320_Fig8_HTML","10","um"
"red pulp of spleen","PMC9361272","41467_2022_32320_Fig8_HTML","10","um"
"alveolus of lung","PMC3454336","pone.0045727.g005","50","um"
"pancreatic acinus","PMC3454336","pone.0045727.g005","50","um"
"papillary layer of dermis","PMC3495680","1744-8069-8-59-6","50","um"
"papillary layer of dermis","PMC3495680","1744-8069-8-59-6","200","um"
"crypt of Lieberkuhn of large intestine","PMC3507872","pone.0049810.g006","20","um"
"crypt of Lieberkuhn of large intestine","PMC3507872","pone.0049810.g006","20","um"
"nephron","PMC3553169","pone.0054239.g004","50","um"
"nephron","PMC3553169","pone.0054239.g004","100","um"
"white pulp of spleen","PMC3572948","pone.0056641.g001","10","um"
"red pulp of spleen","PMC3572948","pone.0056641.g001","10","um"
"epidermal ridge of digit","PMC3585033","pgen.1003325.g001","50","um"
"crypt of Lieberkuhn of large intestine","PMC3585033","pgen.1003325.g001","50","um"
"nephron","PMC3658387","ISRN.TOXICOLOGY2013-184360.003","35","um"
"crypt of Lieberkuhn of large intestine","PMC3682956","pone.0066538.g003","200","um"
"crypt of Lieberkuhn of large intestine","PMC3682956","pone.0066538.g003","800","um"
"crypt of Lieberkuhn of large intestine","PMC3682956","pone.0066538.g003","200","um"
"epidermal ridge of digit","PMC3353867","1749-8104-7-7-1","10","um"
"epidermal ridge of digit","PMC3353867","1749-8104-7-7-1","10","um"
"pancreatic acinus","PMC3371026","pone.0038717.g006","10","um"
"nephron","PMC3410870","pgen.1002850.g003","10","um"
"nephron","PMC3410870","pgen.1002850.g003","10","um"
"nephron","PMC3410870","pgen.1002850.g003","10","um"
"nephron","PMC3410870","pgen.1002850.g003","10","um"
"descending limb of loop of Henle","PMC3458087","pone.0045790.g002","1","mm"
"islet of Langerhans","PMC3458087","pone.0045790.g002","1","mm"
"nephron","PMC3475967","10646_2012_979_Fig1_HTML","20","um"
"descending limb of loop of Henle","PMC3492723","fcimb-02-00135-g0006","50","mm"
"crypt of Lieberkuhn of large intestine","PMC3492723","fcimb-02-00135-g0006","50","mm"
"thick ascending limb of loop of Henle","PMC3492723","fcimb-02-00135-g0006","50","mm"
"nephron","PMC3574066","pone.0056481.g002","100","um"
"crypt of Lieberkuhn of large intestine","PMC3577760","pone.0057023.g006","50","um"
"crypt of Lieberkuhn of large intestine","PMC3577760","pone.0057023.g006","100","um"
"nephron","PMC3641035","pone.0062165.g007","10","um"
"thick ascending limb of loop of Henle","PMC3641035","pone.0062165.g007","10","um"
"descending limb of loop of Henle","PMC3679954","1742-2094-10-69-2","150","um"
"descending limb of loop of Henle","PMC3679954","1742-2094-10-69-2","150","um"
"descending limb of loop of Henle","PMC3679954","1742-2094-10-69-2","150","um"
"descending limb of loop of Henle","PMC3679954","1742-2094-10-69-2","150","um"
"descending limb of loop of Henle","PMC3679954","1742-2094-10-69-2","150","um"
"descending limb of loop of Henle","PMC3679954","1742-2094-10-69-2","150","um"
"descending limb of loop of Henle","PMC3679954","1742-2094-10-69-2","50","um"
"descending limb of loop of Henle","PMC3679954","1742-2094-10-69-2","50","um"
"descending limb of loop of Henle","PMC3679954","1742-2094-10-69-2","50","um"
"descending limb of loop of Henle","PMC3679954","1742-2094-10-69-2","50","um"
"descending limb of loop of Henle","PMC3679954","1742-2094-10-69-2","50","um"
"descending limb of loop of Henle","PMC3679954","1742-2094-10-69-2","50","um"
"papillary layer of dermis","PMC3691902","ECAM2013-217198.005","10","um"
"nephron","PMC3372495","pone.0038673.g008","20","um"
"thick ascending limb of loop of Henle","PMC3374103","418_2012_940_Fig1_HTML","100","um"
"thick ascending limb of loop of Henle","PMC3374103","418_2012_940_Fig1_HTML","5","um"
"thick ascending limb of loop of Henle","PMC3374103","418_2012_940_Fig1_HTML","30","um"
"thick ascending limb of loop of Henle","PMC3374103","418_2012_940_Fig1_HTML","15","um"
"prostate glandular acinus","PMC3386923","pone.0039920.g011","10","um"
"liver lobule","PMC3386923","pone.0039920.g011","10","um"
"descending limb of loop of Henle","PMC3400090","fnana-06-00026-g003","20","um"
"descending limb of loop of Henle","PMC3400090","fnana-06-00026-g003","100","um"
"islet of Langerhans","PMC3414710","441_2012_1417_Fig2_HTML","50","um"
"islet of Langerhans","PMC3414710","441_2012_1417_Fig2_HTML","100","um"
"nephron","PMC3414710","441_2012_1417_Fig2_HTML","50","um"
"nephron","PMC3414710","441_2012_1417_Fig2_HTML","100","um"
"pancreatic acinus","PMC3414710","441_2012_1417_Fig2_HTML","50","um"
"pancreatic acinus","PMC3414710","441_2012_1417_Fig2_HTML","100","um"
"inner medullary collecting duct","PMC3447883","pone.0045395.g004","0.5","um"
"inner medullary collecting duct","PMC3447883","pone.0045395.g004","0.1","um"
"nephron","PMC3465187","1471-213X-12-17-5","50","um"
"nephron","PMC3465187","1471-213X-12-17-5","50","um"
"nephron","PMC3465187","1471-213X-12-17-5","100","um"
"nephron","PMC3465187","1471-213X-12-17-5","100","um"
"papillary layer of dermis","PMC3465187","1471-213X-12-17-5","50","um"
"papillary layer of dermis","PMC3465187","1471-213X-12-17-5","50","um"
"papillary layer of dermis","PMC3465187","1471-213X-12-17-5","100","um"
"papillary layer of dermis","PMC3465187","1471-213X-12-17-5","100","um"
"alveolus of lung","PMC3474726","pone.0047562.g009","200","um"
"alveolus of lung","PMC3474726","pone.0047562.g009","100","um"
"white pulp of spleen","PMC3474726","pone.0047562.g009","200","um"
"white pulp of spleen","PMC3474726","pone.0047562.g009","100","um"
"red pulp of spleen","PMC3474726","pone.0047562.g009","200","um"
"red pulp of spleen","PMC3474726","pone.0047562.g009","100","um"
"prostate glandular acinus","PMC3480353","pone.0044609.g006","100","um"
"nephron","PMC3502565","1471-2369-13-91-2","100","um"
"descending limb of loop of Henle","PMC3509221","ejn0035-0221-f2","50","um"
"intestinal villus","PMC3514311","pone.0050561.g007","50","um"
"intestinal villus","PMC3514311","pone.0050561.g009","200","um"
"intestinal villus","PMC3514311","pone.0050561.g009","100","um"
"intestinal villus","PMC3524087","pone.0051737.g011","25","um"
"epidermal ridge of digit","PMC3583827","pone.0057344.g001","0.5","um"
"epidermal ridge of digit","PMC3583827","pone.0057344.g001","20","um"
"epidermal ridge of digit","PMC3583827","pone.0057344.g001","100","nm"
"epidermal ridge of digit","PMC3583827","pone.0057344.g001","1","um"
"epidermal ridge of digit","PMC3583827","pone.0057344.g001","1","um"
"epidermal ridge of digit","PMC3583827","pone.0057344.g001","50","um"
"epidermal ridge of digit","PMC3583827","pone.0057344.g001","30","um"
"epidermal ridge of digit","PMC3583827","pone.0057344.g001","25","um"
"inner medullary collecting duct","PMC3605093","pgen.1003380.g001","200","um"
"inner medullary collecting duct","PMC3605093","pgen.1003380.g001","1","mm"
"inner medullary collecting duct","PMC3605093","pgen.1003380.g001","25","um"
"cortical collecting duct","PMC3605093","pgen.1003380.g001","200","um"
"cortical collecting duct","PMC3605093","pgen.1003380.g001","1","mm"
"cortical collecting duct","PMC3605093","pgen.1003380.g001","25","um"
"outer medullary collecting duct","PMC3605093","pgen.1003380.g001","200","um"
"outer medullary collecting duct","PMC3605093","pgen.1003380.g001","1","mm"
"outer medullary collecting duct","PMC3605093","pgen.1003380.g001","25","um"
"nephron","PMC3605093","pgen.1003380.g001","200","um"
"nephron","PMC3605093","pgen.1003380.g001","1","mm"
"nephron","PMC3605093","pgen.1003380.g001","25","um"
"crypt of Lieberkuhn of large intestine","PMC3682956","pone.0066538.g006","800","um"
"crypt of Lieberkuhn of large intestine","PMC3682956","pone.0066538.g006","200","um"
"nephron","PMC3329410","1471-2369-13-14-3","200","um"
"nephron","PMC3360763","pone.0037695.g004","50","um"
"nephron","PMC3360763","pone.0037695.g004","50","um"
"descending limb of loop of Henle","PMC3395332","pone.0040281.g002","100","um"
"bronchus submucosal gland","PMC3449319","lary0122-1898-f1","29","um"
"crypt of Lieberkuhn of large intestine","PMC3471911","pone.0046476.g004","50","um"
"crypt of Lieberkuhn of large intestine","PMC3527206","pgen.1003146.g001","100","um"
"islet of Langerhans","PMC3577726","pone.0057375.g001","10","um"
"pancreatic acinus","PMC3577726","pone.0057375.g001","10","um"
"white pulp of spleen","PMC3622668","pone.0060203.g002","500","um"
"red pulp of spleen","PMC3622668","pone.0060203.g002","500","um"
"red pulp of spleen","PMC3637487","1479-5876-11-27-5","200","um"
"descending limb of loop of Henle","PMC3679954","1742-2094-10-69-6","50","um"
"white pulp of spleen","PMC3327668","pone.0035577.g002","50","um"
"white pulp of spleen","PMC3327668","pone.0035577.g002","100","um"
"white pulp of spleen","PMC3327668","pone.0035577.g002","10","um"
"red pulp of spleen","PMC3327668","pone.0035577.g002","50","um"
"red pulp of spleen","PMC3327668","pone.0035577.g002","100","um"
"red pulp of spleen","PMC3327668","pone.0035577.g002","10","um"
"papillary layer of dermis","PMC3335492","ARI2011-623186.008","500","um"
"papillary layer of dermis","PMC3335492","ARI2011-623186.008","500","um"
"papillary layer of dermis","PMC3335492","ARI2011-623186.008","250","um"
"papillary layer of dermis","PMC3335492","ARI2011-623186.008","250","um"
"papillary layer of dermis","PMC3335492","ARI2011-623186.008","125","um"
"papillary layer of dermis","PMC3335492","ARI2011-623186.008","125","um"
"white pulp of spleen","PMC3362940","569f3","50","um"
"white pulp of spleen","PMC3362940","569f3","100","um"
"red pulp of spleen","PMC3362940","569f3","50","um"
"red pulp of spleen","PMC3362940","569f3","100","um"
"bronchus submucosal gland","PMC3364788","IJOL2012-745325.006","5","um"
"crypt of Lieberkuhn of large intestine","PMC3364788","IJOL2012-745325.006","5","um"
"intestinal villus","PMC3364872","1297-9716-43-23-1","200","um"
"intestinal villus","PMC3364872","1297-9716-43-23-1","200","um"
"intestinal villus","PMC3364872","1297-9716-43-23-1","100","um"
"intestinal villus","PMC3364872","1297-9716-43-23-1","50","um"
"intestinal villus","PMC3364872","1297-9716-43-23-1","50","um"
"intestinal villus","PMC3364872","1297-9716-43-23-1","50","um"
"crypt of Lieberkuhn of large intestine","PMC3364872","1297-9716-43-23-1","200","um"
"crypt of Lieberkuhn of large intestine","PMC3364872","1297-9716-43-23-1","200","um"
"crypt of Lieberkuhn of large intestine","PMC3364872","1297-9716-43-23-1","100","um"
"crypt of Lieberkuhn of large intestine","PMC3364872","1297-9716-43-23-1","50","um"
"crypt of Lieberkuhn of large intestine","PMC3364872","1297-9716-43-23-1","50","um"
"crypt of Lieberkuhn of large intestine","PMC3364872","1297-9716-43-23-1","50","um"
"nephron","PMC3475967","10646_2012_979_Fig2_HTML","20","um"
"islet of Langerhans","PMC3502106","1742-9994-9-16-12","1","cm"
"islet of Langerhans","PMC3502106","1742-9994-9-16-12","0.5","mm"
"islet of Langerhans","PMC3502106","1742-9994-9-16-12","8","um"
"islet of Langerhans","PMC3502106","1742-9994-9-16-12","1","mm"
"alveolus of lung","PMC3502106","1742-9994-9-16-12","1","cm"
"alveolus of lung","PMC3502106","1742-9994-9-16-12","0.5","mm"
"alveolus of lung","PMC3502106","1742-9994-9-16-12","8","um"
"alveolus of lung","PMC3502106","1742-9994-9-16-12","1","mm"
"descending limb of loop of Henle","PMC3502106","1742-9994-9-16-12","1","cm"
"descending limb of loop of Henle","PMC3502106","1742-9994-9-16-12","0.5","mm"
"descending limb of loop of Henle","PMC3502106","1742-9994-9-16-12","8","um"
"descending limb of loop of Henle","PMC3502106","1742-9994-9-16-12","1","mm"
"nephron","PMC3502106","1742-9994-9-16-12","1","cm"
"nephron","PMC3502106","1742-9994-9-16-12","0.5","mm"
"nephron","PMC3502106","1742-9994-9-16-12","8","um"
"nephron","PMC3502106","1742-9994-9-16-12","1","mm"
"epidermal ridge of digit","PMC3502106","1742-9994-9-16-12","1","cm"
"epidermal ridge of digit","PMC3502106","1742-9994-9-16-12","0.5","mm"
"epidermal ridge of digit","PMC3502106","1742-9994-9-16-12","8","um"
"epidermal ridge of digit","PMC3502106","1742-9994-9-16-12","1","mm"
"pancreatic acinus","PMC3502106","1742-9994-9-16-12","1","cm"
"pancreatic acinus","PMC3502106","1742-9994-9-16-12","0.5","mm"
"pancreatic acinus","PMC3502106","1742-9994-9-16-12","8","um"
"pancreatic acinus","PMC3502106","1742-9994-9-16-12","1","mm"
"crypt of Lieberkuhn of large intestine","PMC3525643","pone.0050704.g003","10","um"
"crypt of Lieberkuhn of large intestine","PMC3525643","pone.0050704.g003","10","um"
"prostate glandular acinus","PMC3530432","1471-2407-12-532-8","50","um"
"papillary layer of dermis","PMC3530432","1471-2407-12-532-8","50","um"
"papillary layer of dermis","PMC3543390","1479-5876-10-137-1","20","um"
"prostate glandular acinus","PMC3554727","pone.0053359.g006","100","um"
"pancreatic acinus","PMC3554727","pone.0053359.g006","100","um"
"islet of Langerhans","PMC3560279","1744-8069-8-80-1","50","um"
"islet of Langerhans","PMC3560279","1744-8069-8-80-1","10","um"
"red pulp of spleen","PMC3560279","1744-8069-8-80-1","50","um"
"red pulp of spleen","PMC3560279","1744-8069-8-80-1","10","um"
"liver lobule","PMC3598248","1471-213X-13-6-8","20","um"
"descending limb of loop of Henle","PMC3654212","fnana-07-00012-g0004","200","um"
"descending limb of loop of Henle","PMC3654212","fnana-07-00012-g0004","2","mm"
"thick ascending limb of loop of Henle","PMC3654212","fnana-07-00012-g0004","200","um"
"thick ascending limb of loop of Henle","PMC3654212","fnana-07-00012-g0004","2","mm"
"pancreatic acinus","PMC3407174","pone.0041089.g002","100","um"
"crypt of Lieberkuhn of large intestine","PMC3432132","pone.0044426.g005","20","um"
"outer medullary collecting duct","PMC3469417","pgen.1002971.g001","50","um"
"inner medullary collecting duct","PMC3469417","pgen.1002971.g001","50","um"
"nephron","PMC3511449","pone.0050996.g003","2","um"
"nephron","PMC3539691","fendo-03-00176-g005","10","um"
"crypt of Lieberkuhn of large intestine","PMC3594784","fnins-07-00030-g0003","10","um"
"red pulp of spleen","PMC3666309","BMRI2013-218543.002","100","um"
"red pulp of spleen","PMC3666309","BMRI2013-218543.002","100","um"
"red pulp of spleen","PMC3666309","BMRI2013-218543.002","100","um"
"intestinal villus","PMC3696067","pone.0066465.g004","50","um"
"intestinal villus","PMC3696067","pone.0066465.g004","200","um"
"crypt of Lieberkuhn of large intestine","PMC3696067","pone.0066465.g004","50","um"
"crypt of Lieberkuhn of large intestine","PMC3696067","pone.0066465.g004","200","um"
"prostate glandular acinus","PMC3325925","pone.0035362.g005","60","um"
"prostate glandular acinus","PMC3325925","pone.0035362.g005","50","um"
"prostate glandular acinus","PMC3353974","pone.0034185.g002","40","um"
"papillary layer of dermis","PMC3353974","pone.0034185.g002","40","um"
"crypt of Lieberkuhn of large intestine","PMC3412704","1471-230X-12-81-3","50","um"
"crypt of Lieberkuhn of large intestine","PMC3413534","1757-4749-4-3-1","1","um"
"papillary layer of dermis","PMC3433416","pone.0044360.g005","100","um"
"prostate glandular acinus","PMC3480353","pone.0044609.g008","100","um"
"inner medullary collecting duct","PMC3528782","pone.0052272.g003","50","um"
"inner medullary collecting duct","PMC3528782","pone.0052272.g003","50","um"
"inner medullary collecting duct","PMC3528782","pone.0052272.g003","5","um"
"inner medullary collecting duct","PMC3528782","pone.0052272.g003","100","nm"
"cortical collecting duct","PMC3528782","pone.0052272.g003","50","um"
"cortical collecting duct","PMC3528782","pone.0052272.g003","50","um"
"cortical collecting duct","PMC3528782","pone.0052272.g003","5","um"
"cortical collecting duct","PMC3528782","pone.0052272.g003","100","nm"
"thick ascending limb of loop of Henle","PMC3528782","pone.0052272.g003","50","um"
"thick ascending limb of loop of Henle","PMC3528782","pone.0052272.g003","50","um"
"thick ascending limb of loop of Henle","PMC3528782","pone.0052272.g003","5","um"
"thick ascending limb of loop of Henle","PMC3528782","pone.0052272.g003","100","nm"
"descending limb of loop of Henle","PMC3528782","pone.0052272.g003","50","um"
"descending limb of loop of Henle","PMC3528782","pone.0052272.g003","50","um"
"descending limb of loop of Henle","PMC3528782","pone.0052272.g003","5","um"
"descending limb of loop of Henle","PMC3528782","pone.0052272.g003","100","nm"
"loop of Henle ascending limb thin segment","PMC3528782","pone.0052272.g003","50","um"
"loop of Henle ascending limb thin segment","PMC3528782","pone.0052272.g003","50","um"
"loop of Henle ascending limb thin segment","PMC3528782","pone.0052272.g003","5","um"
"loop of Henle ascending limb thin segment","PMC3528782","pone.0052272.g003","100","nm"
"nephron","PMC3528782","pone.0052272.g003","50","um"
"nephron","PMC3528782","pone.0052272.g003","50","um"
"nephron","PMC3528782","pone.0052272.g003","5","um"
"nephron","PMC3528782","pone.0052272.g003","100","nm"
"epidermal ridge of digit","PMC3543440","pone.0052494.g001","50","um"
"descending limb of loop of Henle","PMC3554626","pone.0054849.g005","10","um"
"islet of Langerhans","PMC3590179","pone.0058310.g001","50","um"
"intestinal villus","PMC3590179","pone.0058310.g001","50","um"
"crypt of Lieberkuhn of large intestine","PMC3590179","pone.0058310.g001","50","um"
"nephron","PMC3637215","pone.0062532.g001","80","um"
"nephron","PMC3658387","ISRN.TOXICOLOGY2013-184360.002","35","um"
"cortical collecting duct","PMC3669307","pone.0064404.g002","50","um"
"nephron","PMC3669307","pone.0064404.g002","50","um"
"islet of Langerhans","PMC3681972","pone.0066214.g005","75","um"
"pancreatic acinus","PMC3681972","pone.0066214.g005","75","um"
"crypt of Lieberkuhn of large intestine","PMC3701010","pone.0067427.g005","10","um"
"descending limb of loop of Henle","PMC3372420","1742-2094-9-81-5","50","um"
"thick ascending limb of loop of Henle","PMC3372420","1742-2094-9-81-5","50","um"
"nephron","PMC3389507","ITX-5-030-g001","60","um"
"epidermal ridge of digit","PMC3445485","pone.0045329.g006","20","um"
"white pulp of spleen","PMC3509126","pone.0049146.g004","30","um"
"red pulp of spleen","PMC3509126","pone.0049146.g004","30","um"
"nephron","PMC3527510","pone.0052401.g005","5","um"
"nephron","PMC3527510","pone.0052401.g005","5","um"
"nephron","PMC3527510","pone.0052401.g005","5","um"
"descending limb of loop of Henle","PMC3528436","1744-8069-8-35-4","50","um"
"epidermal ridge of digit","PMC3528755","pone.0051670.g005","50","um"
"red pulp of spleen","PMC3578879","pone.0056831.g002","200","um"
"papillary layer of dermis","PMC3335167","pone.0035200.g007","50","um"
"papillary layer of dermis","PMC3335167","pone.0035200.g007","300","um"
"white pulp of spleen","PMC3335167","pone.0035200.g007","50","um"
"white pulp of spleen","PMC3335167","pone.0035200.g007","300","um"
"red pulp of spleen","PMC3335167","pone.0035200.g007","50","um"
"red pulp of spleen","PMC3335167","pone.0035200.g007","300","um"
"epidermal ridge of digit","PMC3336209","gr3","50","um"
"inner medullary collecting duct","PMC3336209","gr3","50","um"
"cortical collecting duct","PMC3336209","gr3","50","um"
"alveolus of lung","PMC3340399","pone.0035980.g005","500","um"
"alveolus of lung","PMC3340399","pone.0035980.g005","100","um"
"white pulp of spleen","PMC3340399","pone.0035980.g005","500","um"
"white pulp of spleen","PMC3340399","pone.0035980.g005","100","um"
"red pulp of spleen","PMC3340399","pone.0035980.g005","500","um"
"red pulp of spleen","PMC3340399","pone.0035980.g005","100","um"
"intestinal villus","PMC3341357","pone.0036355.g004","25","um"
"intestinal villus","PMC3341357","pone.0036355.g004","100","um"
"papillary layer of dermis","PMC3341357","pone.0036355.g004","25","um"
"papillary layer of dermis","PMC3341357","pone.0036355.g004","100","um"
"prostate glandular acinus","PMC3341357","pone.0036355.g004","25","um"
"prostate glandular acinus","PMC3341357","pone.0036355.g004","100","um"
"crypt of Lieberkuhn of large intestine","PMC3341357","pone.0036355.g004","25","um"
"crypt of Lieberkuhn of large intestine","PMC3341357","pone.0036355.g004","100","um"
"descending limb of loop of Henle","PMC3358280","pone.0037670.g005","500","um"
"descending limb of loop of Henle","PMC3358280","pone.0037670.g005","500","um"
"descending limb of loop of Henle","PMC3358280","pone.0037670.g005","200","um"
"papillary layer of dermis","PMC3358280","pone.0037670.g005","500","um"
"papillary layer of dermis","PMC3358280","pone.0037670.g005","500","um"
"papillary layer of dermis","PMC3358280","pone.0037670.g005","200","um"
"pancreatic acinus","PMC3433460","pone.0043688.g002","50","um"
"descending limb of loop of Henle","PMC3549499","gr6","125","um"
"bronchus submucosal gland","PMC3553101","pone.0054473.g004","20","um"
"bronchus submucosal gland","PMC3553101","pone.0054473.g004","20","um"
"prostate glandular acinus","PMC3588087","ijms-14-04094f1","50","um"
"pancreatic acinus","PMC3588087","ijms-14-04094f1","50","um"
"inner medullary collecting duct","PMC3605093","pgen.1003380.g008","25","um"
"inner medullary collecting duct","PMC3605093","pgen.1003380.g008","200","um"
"inner medullary collecting duct","PMC3605093","pgen.1003380.g008","100","um"
"inner medullary collecting duct","PMC3605093","pgen.1003380.g008","10","um"
"cortical collecting duct","PMC3605093","pgen.1003380.g008","25","um"
"cortical collecting duct","PMC3605093","pgen.1003380.g008","200","um"
"cortical collecting duct","PMC3605093","pgen.1003380.g008","100","um"
"cortical collecting duct","PMC3605093","pgen.1003380.g008","10","um"
"outer medullary collecting duct","PMC3605093","pgen.1003380.g008","25","um"
"outer medullary collecting duct","PMC3605093","pgen.1003380.g008","200","um"
"outer medullary collecting duct","PMC3605093","pgen.1003380.g008","100","um"
"outer medullary collecting duct","PMC3605093","pgen.1003380.g008","10","um"
"nephron","PMC3605093","pgen.1003380.g008","25","um"
"nephron","PMC3605093","pgen.1003380.g008","200","um"
"nephron","PMC3605093","pgen.1003380.g008","100","um"
"nephron","PMC3605093","pgen.1003380.g008","10","um"
"nephron","PMC3614976","pone.0060611.g004","20","um"
"nephron","PMC3665750","pone.0065042.g007","50","um"
"nephron","PMC3316138","1477-3155-10-10-5","500","um"
"nephron","PMC3316138","1477-3155-10-10-5","50","um"
"nephron","PMC3316138","1477-3155-10-10-5","2","mm"
"nephron","PMC3316138","1477-3155-10-10-5","10","um"
"islet of Langerhans","PMC3360059","pone.0037962.g002","30","um"
"pancreatic acinus","PMC3360059","pone.0037962.g002","30","um"
"white pulp of spleen","PMC3364260","pone.0036467.g002","50","um"
"white pulp of spleen","PMC3364260","pone.0036467.g002","50","um"
"white pulp of spleen","PMC3364260","pone.0036467.g002","100","um"
"white pulp of spleen","PMC3364260","pone.0036467.g002","100","um"
"red pulp of spleen","PMC3364260","pone.0036467.g002","50","um"
"red pulp of spleen","PMC3364260","pone.0036467.g002","50","um"
"red pulp of spleen","PMC3364260","pone.0036467.g002","100","um"
"red pulp of spleen","PMC3364260","pone.0036467.g002","100","um"
"nephron","PMC3368262","gr2","50","um"
"nephron","PMC3368262","gr2","50","um"
"nephron","PMC3368262","gr2","20","um"
"nephron","PMC3368262","gr2","20","um"
"islet of Langerhans","PMC3380056","pone.0039036.g004","1","mm"
"islet of Langerhans","PMC3380056","pone.0039036.g004","2.5","mm"
"islet of Langerhans","PMC3380056","pone.0039036.g004","110","um"
"prostate glandular acinus","PMC3380056","pone.0039036.g004","1","mm"
"prostate glandular acinus","PMC3380056","pone.0039036.g004","2.5","mm"
"prostate glandular acinus","PMC3380056","pone.0039036.g004","110","um"
"pancreatic acinus","PMC3380056","pone.0039036.g004","1","mm"
"pancreatic acinus","PMC3380056","pone.0039036.g004","2.5","mm"
"pancreatic acinus","PMC3380056","pone.0039036.g004","110","um"
"papillary layer of dermis","PMC3380056","pone.0039036.g004","1","mm"
"papillary layer of dermis","PMC3380056","pone.0039036.g004","2.5","mm"
"papillary layer of dermis","PMC3380056","pone.0039036.g004","110","um"
"liver lobule","PMC3380056","pone.0039036.g004","1","mm"
"liver lobule","PMC3380056","pone.0039036.g004","2.5","mm"
"liver lobule","PMC3380056","pone.0039036.g004","110","um"
"thymus lobule","PMC3380056","pone.0039036.g004","1","mm"
"thymus lobule","PMC3380056","pone.0039036.g004","2.5","mm"
"thymus lobule","PMC3380056","pone.0039036.g004","110","um"
"crypt of Lieberkuhn of large intestine","PMC3486796","pone.0049127.g005","50","um"
"prostate glandular acinus","PMC3526580","pone.0052567.g002","30","um"
"prostate glandular acinus","PMC3526580","pone.0052567.g002","15","um"
"prostate glandular acinus","PMC3526580","pone.0052567.g002","10","um"
"cortical collecting duct","PMC3527586","pone.0052620.g004","200","um"
"prostate glandular acinus","PMC3527586","pone.0052620.g004","200","um"
"nephron","PMC3572151","pone.0055980.g001","20","um"
"nephron","PMC3572151","pone.0055980.g001","25","um"
"crypt of Lieberkuhn of large intestine","PMC3577760","pone.0057023.g004","100","um"
"crypt of Lieberkuhn of large intestine","PMC3577760","pone.0057023.g004","100","um"
"intestinal villus","PMC3646765","pone.0063878.g001","20","um"
"intestinal villus","PMC3646765","pone.0063878.g001","20","um"
"intestinal villus","PMC3646765","pone.0063878.g001","20","um"
"intestinal villus","PMC3646765","pone.0063878.g001","20","um"
"intestinal villus","PMC3646765","pone.0063878.g001","20","um"
"intestinal villus","PMC3646765","pone.0063878.g001","20","um"
"intestinal villus","PMC3646765","pone.0063878.g001","20","um"
"crypt of Lieberkuhn of large intestine","PMC3686755","pone.0065488.g001","50","um"
"liver lobule","PMC3694023","pone.0067473.g004","150","um"
"nephron","PMC3410870","pgen.1002850.g005","5","um"
"nephron","PMC3410870","pgen.1002850.g005","10","um"
"descending limb of loop of Henle","PMC3460957","pone.0045175.g010","50","um"
